# id      ra          dec        z         zerr       sn     rich  rich-err R200 R200-err
00995  23.736656   0.384279   0.155500   0.000500     5.897   3.36   1.83   0.30   0.17
01000   1.876496  -0.773196   0.220500   0.000500     5.889   0.74   0.86   0.09   0.11
01001 323.637880   0.462924   0.108000   0.002000     5.886   4.44   2.11   0.38   0.18
01002  17.957720  -0.499650   0.208250   0.001750     5.886   2.66   1.63   0.25   0.16
01003 322.230100  -0.691194   0.169000   0.001000     5.885   3.22   1.79   0.29   0.16
01008 346.337920   0.813488   0.066000   0.001000     5.879   5.91   2.43   0.47   0.19
01030  56.880740   0.949484   0.197500   0.002500     5.844   4.18   2.05   0.36   0.18
01036  14.331126  -0.766929   0.208000   0.002000     5.837   2.61   1.61   0.25   0.15
01037 339.665220  -0.426791   0.198200   0.003200     5.836   4.11   2.03   0.36   0.18
01048 338.031500  -0.694983   0.135000   0.000000     5.827  10.23   3.20   0.72   0.22
01061  17.894503  -0.784276   0.132500   0.007500     5.810   5.24   2.29   0.43   0.19
01066   0.896291   0.473152   0.202500   0.002500     5.802   4.51   2.12   0.38   0.18
01069  43.754135   1.169597   0.166800   0.001800     5.797   5.49   2.34   0.44   0.19
01074   3.650116  -0.026666   0.055000   0.005000     5.791   9.21   3.03   0.66   0.22
01081 322.424650   0.336472   0.191000   0.004000     5.772   5.55   2.35   0.45   0.19
01083  17.391264  -0.907191   0.206300   0.001300     5.767   3.55   1.88   0.32   0.17
01100 340.926150   0.055514   0.119500   0.000500     5.744   3.17   1.78   0.29   0.16
01102  23.298035  -0.778927   0.151000   0.001000     5.737   5.97   2.44   0.47   0.19
01103 321.047400   1.271451   0.049000   0.001000     5.736   6.13   2.48   0.48   0.20
01118   8.664878   0.629500   0.065000   0.005000     5.710   1.07   1.04   0.13   0.12
01134  19.351042  -1.186083   0.183000   0.003000     5.691   3.70   1.92   0.33   0.17
01147  39.253696  -0.406729   0.191000   0.001000     5.671   1.59   1.26   0.17   0.14
01150  15.362391   0.756327   0.214800   0.000200     5.669   3.50   1.87   0.31   0.17
01157   0.525753  -1.062836   0.145000   0.000000     5.659   3.31   1.82   0.30   0.17
01159 352.899020   0.119429   0.229000   0.004000     5.656   1.74   1.32   0.18   0.14
01168  41.988075  -0.337332   0.173350   0.001650     5.634   0.89   0.94   0.11   0.12
01179  19.482567  -1.261880   0.207000   0.002000     5.619   4.43   2.11   0.38   0.18
01182  11.549576   0.994565   0.111000   0.004000     5.611   5.32   2.31   0.43   0.19
01185 347.691930   1.121777   0.206300   0.003700     5.609   2.45   1.57   0.24   0.15
01190 324.728640  -1.117394   0.205800   0.004200     5.604   0.00   0.00   0.15   0.10
01195  15.713473   0.225500   0.165800   0.005800     5.597   1.66   1.29   0.18   0.14
01206   0.829244   1.082913   0.116300   0.008700     5.587   7.00   2.65   0.54   0.20
01212  19.200617  -0.115653   0.164350   0.000650     5.579   4.15   2.04   0.36   0.18
01214  47.728966  -0.485833   0.135000   0.005000     5.578   5.02   2.24   0.41   0.18
01217 328.276520   0.948418   0.220500   0.000500     5.574   2.60   1.61   0.25   0.15
01218  18.882551  -0.885903   0.082000   0.003000     5.573   0.34   0.58   0.05   0.09
01220  20.567820  -0.692774   0.198500   0.001500     5.566   2.41   1.55   0.24   0.15
01221 321.627100  -0.577934   0.210200   0.005200     5.565   2.60   1.61   0.25   0.15
01235  25.077389  -0.104882   0.174300   0.005700     5.548   3.93   1.98   0.34   0.17
01241 340.963560   0.075112   0.163450   0.006550     5.542   1.01   1.00   0.12   0.12
01246   5.076848   0.673312   0.208000   0.007000     5.538   4.17   2.04   0.36   0.18
01250 340.134900   0.681512   0.211000   0.006000     5.534   3.36   1.83   0.30   0.17
01251  38.870920   0.747521   0.210000   0.000000     5.534   0.88   0.94   0.11   0.12
01253  19.879261  -1.175432   0.180000   0.000000     5.532   4.25   2.06   0.36   0.18
01255   1.833245   0.486574   0.103000   0.002000     5.528   9.43   3.07   0.67   0.22
01259  37.754425   1.154974   0.142000   0.008000     5.524   6.14   2.48   0.48   0.20
01260 359.358580  -0.616146   0.192000   0.003000     5.523   2.63   1.62   0.25   0.16
01268  25.240307   0.285072   0.117050   0.002950     5.517   3.92   1.98   0.34   0.17
01271 346.667570  -1.060977   0.200000   0.000000     5.516   2.10   1.45   0.21   0.15
01273 331.533200   1.065538   0.116500   0.003500     5.512   5.11   2.26   0.42   0.19
01274  42.792866   0.949790   0.209400   0.000600     5.509   3.42   1.85   0.31   0.17
01285   6.790457   0.533186   0.223000   0.003000     5.492   1.61   1.27   0.17   0.14
01286  54.357460   0.051300   0.143000   0.002000     5.487   6.13   2.48   0.48   0.20
01287 334.171970  -0.927493   0.123800   0.001200     5.487   5.94   2.44   0.47   0.19
01289  35.211780  -0.256888   0.200000   0.010000     5.484   1.61   1.27   0.17   0.14
01295 334.636300  -0.480359   0.119000   0.001000     5.479   2.61   1.62   0.25   0.16
01296  45.647650  -0.660694   0.202000   0.003000     5.478   6.27   2.50   0.49   0.20
01303  15.036805   0.112816   0.147800   0.002800     5.469   6.54   2.56   0.51   0.20
01318 349.628100  -0.466267   0.191500   0.001500     5.455   4.97   2.23   0.41   0.18
01320  55.277730   0.505041   0.139000   0.001000     5.454   7.73   2.78   0.58   0.21
01327  26.935898   0.695933   0.174500   0.004500     5.446   3.96   1.99   0.35   0.17
01336  45.509968  -0.090418   0.190200   0.004800     5.442   3.26   1.81   0.30   0.16
01337  44.077957  -0.939724   0.212200   0.002200     5.441   4.27   2.07   0.37   0.18
01338  27.415327  -0.610460   0.119000   0.001000     5.440   1.87   1.37   0.19   0.14
01357 335.857820   0.578661   0.072000   0.003000     5.418   0.91   0.95   0.11   0.12
01359 339.614530   0.146593   0.057500   0.002500     5.418   4.60   2.14   0.39   0.18
01360  30.059795  -1.218047   0.205900   0.004100     5.416   0.93   0.97   0.11   0.12
01366  55.920685  -0.800491   0.203600   0.001400     5.410   0.77   0.88   0.10   0.11
01367 341.446260  -0.310508   0.187500   0.002500     5.408   3.00   1.73   0.28   0.16
01372  11.234911   0.432491   0.216500   0.001500     5.402   1.75   1.32   0.18   0.14
01375 351.799160  -0.739072   0.122850   0.002150     5.399   5.91   2.43   0.47   0.19
01385 324.475900   0.254032   0.130000   0.005000     5.392   5.12   2.26   0.42   0.19
01386 323.946700   0.973741   0.129000   0.001000     5.389   1.92   1.39   0.20   0.14
01391 327.163400   0.546997   0.207000   0.002000     5.380   1.60   1.27   0.17   0.14
01393 347.156200  -1.117713   0.208000   0.002000     5.379   2.73   1.65   0.26   0.16
01394  16.585201   0.457266   0.201700   0.001700     5.379   1.29   1.14   0.15   0.13
01401 325.981170   0.406449   0.228300   0.003300     5.374   2.64   1.63   0.25   0.16
01402  34.659890   1.176851   0.172000   0.003000     5.373   1.61   1.27   0.17   0.14
01404  14.033807  -1.022812   0.179750   0.000250     5.373   2.57   1.60   0.25   0.15
01422 342.916350   0.321110   0.202200   0.007200     5.353   3.65   1.91   0.32   0.17
01432  38.341480   0.009556   0.207500   0.002500     5.340   0.00   0.00   0.15   0.10
01435 341.222080   0.058810   0.096000   0.006000     5.338   4.36   2.09   0.37   0.18
01446 323.807530  -1.042162   0.133000   0.002000     5.331   2.49   1.58   0.24   0.15
01447 322.670170  -0.455231   0.200000   0.005000     5.330   2.54   1.59   0.25   0.15
01457 337.840800   1.129736   0.045600   0.004400     5.324   5.12   2.26   0.42   0.19
01458 331.296880  -0.530841   0.228300   0.003300     5.323   2.19   1.48   0.22   0.15
01459 318.576700   0.104514   0.065000   0.000000     5.323   0.00   0.00   0.15   0.10
01466 331.564450  -0.502404   0.164000   0.001000     5.317   3.75   1.94   0.33   0.17
01471 351.178160  -0.963867   0.101500   0.003500     5.313   4.99   2.23   0.41   0.18
01472 320.171020   0.655417   0.142500   0.002500     5.310   2.95   1.72   0.28   0.16
01474 343.079070   1.225808   0.207450   0.002450     5.305   3.22   1.80   0.29   0.16
01478 342.871700  -0.583200   0.162000   0.002000     5.302   4.32   2.08   0.37   0.18
01483 323.507450  -0.115682   0.132550   0.002550     5.298   3.95   1.99   0.34   0.17
01487 338.965600  -0.429473   0.069000   0.006000     5.294   6.08   2.46   0.48   0.19
01495  50.952724  -0.076460   0.069000   0.001000     5.281   5.84   2.42   0.47   0.19
01498  18.961937  -0.171874   0.176500   0.008500     5.280   5.47   2.34   0.44   0.19
01499  26.961376  -1.052030   0.143000   0.002000     5.277   4.84   2.20   0.40   0.18
01507  15.371811  -0.295229   0.196100   0.001100     5.263   1.16   1.08   0.13   0.12
01515  16.675915   0.569878   0.097000   0.003000     5.255   2.51   1.58   0.24   0.15
01516 357.636720   0.000000   0.184000   0.001000     5.255   3.34   1.83   0.30   0.17
01519  11.655812   0.462323   0.172500   0.002500     5.250   0.80   0.89   0.10   0.11
01525  48.079760   0.012363   0.102000   0.002000     5.248   5.76   2.40   0.46   0.19
01533  30.434378  -0.931496   0.208000   0.002000     5.235   4.78   2.19   0.40   0.18
01534 342.239720   0.818246   0.154500   0.005500     5.235   1.91   1.38   0.20   0.14
01536 345.312440   0.486731   0.120000   0.000000     5.233   4.50   2.12   0.38   0.18
01538  52.367825  -0.523189   0.091300   0.001300     5.227   4.01   2.00   0.35   0.17
01544  20.721851  -0.003298   0.172000   0.008000     5.220   2.66   1.63   0.25   0.16
01545 332.834230  -0.032102   0.217000   0.002000     5.220   2.60   1.61   0.25   0.15
01547 353.618440  -0.620739   0.138500   0.001500     5.217   0.15   0.38   0.03   0.07
01550 340.057070  -0.518395   0.110800   0.000800     5.211   2.58   1.61   0.25   0.15
01569  46.646940   0.984627   0.158500   0.003500     5.188   6.46   2.54   0.50   0.20
01575  52.707497  -0.899181   0.045000   0.005000     5.185   4.12   2.03   0.36   0.18
01584  29.419426  -0.139844   0.125100   0.000100     5.182   6.00   2.45   0.48   0.19
01586 353.996250  -0.856678   0.117000   0.003000     5.177   3.05   1.75   0.28   0.16
01587  33.829970   1.018059   0.222300   0.002300     5.176   2.34   1.53   0.23   0.15
01597  38.372880  -0.035037   0.058500   0.008500     5.166   3.23   1.80   0.30   0.16
01598  11.054617  -0.502404   0.101000   0.004000     5.164   6.45   2.54   0.50   0.20
01600 342.647060   0.802426   0.183000   0.003000     5.164   5.04   2.24   0.42   0.19
01603  18.451748  -0.641593   0.196100   0.003900     5.163   3.33   1.82   0.30   0.17
01606 347.740200  -0.814981   0.206800   0.001800     5.159   3.00   1.73   0.28   0.16
01608  57.250618   0.092409   0.137500   0.007500     5.159   2.42   1.56   0.24   0.15
01615 328.420230   0.269722   0.048500   0.001500     5.152   2.93   1.71   0.27   0.16
01616  39.750880   0.482323   0.055000   0.005000     5.151   4.14   2.03   0.36   0.18
01617  33.126850   0.187157   0.217450   0.002550     5.151   2.96   1.72   0.28   0.16
01625  34.737755   0.016074   0.147450   0.002450     5.144   3.42   1.85   0.31   0.17
01626 325.713800   0.006296   0.213000   0.008000     5.141   1.58   1.26   0.17   0.14
01640 332.025940   0.515805   0.095000   0.010000     5.133   1.12   1.06   0.13   0.12
01642 356.276860   0.784848   0.208000   0.008000     5.132   3.43   1.85   0.31   0.17
01643  37.766530  -0.181851   0.200300   0.000300     5.132   1.29   1.14   0.15   0.13
01655  44.446240   0.012515   0.187500   0.007500     5.122   4.04   2.01   0.35   0.17
01656 332.304260   0.137857   0.194700   0.000300     5.122   4.22   2.05   0.36   0.18
01660 335.069980   1.155311   0.211000   0.009000     5.118   1.14   1.07   0.13   0.12
01663 350.024870  -0.076090   0.227500   0.002500     5.116   1.57   1.25   0.17   0.14
01664   3.926772  -0.800006   0.143500   0.006500     5.115   5.67   2.38   0.46   0.19
01670 326.807040   0.751735   0.115500   0.000500     5.101   4.21   2.05   0.36   0.18
01674 321.840700   0.708949   0.138000   0.007000     5.097   4.41   2.10   0.37   0.18
01675 358.480500   1.062078   0.229250   0.000750     5.095   0.89   0.94   0.11   0.12
01687  23.707540  -0.853998   0.162100   0.002100     5.087   4.36   2.09   0.37   0.18
01700 344.924320   0.052590   0.115000   0.000000     5.073   6.92   2.63   0.53   0.20
01706  15.389001  -0.653477   0.216000   0.001000     5.067   4.06   2.02   0.35   0.17
01707  37.698350   1.116851   0.222000   0.003000     5.065   0.00   0.00   0.15   0.10
01709  48.619873   0.243694   0.116000   0.004000     5.064   4.93   2.22   0.41   0.18
01711  43.786720   0.263361   0.178700   0.006300     5.063   2.38   1.54   0.23   0.15
01723  46.875390  -0.924889   0.074000   0.006000     5.058   2.44   1.56   0.24   0.15
01728  51.027150   0.544242   0.165500   0.004500     5.053   6.36   2.52   0.50   0.20
01729 342.816680  -0.799374   0.182500   0.002500     5.052   4.08   2.02   0.35   0.17
01740   5.700195   0.366631   0.158000   0.008000     5.045   1.44   1.20   0.16   0.13
01754 322.003300   0.392000   0.109150   0.004150     5.037   3.33   1.83   0.30   0.17
01756  50.302250   0.674495   0.201450   0.008550     5.035   0.00   0.00   0.15   0.10
01763  15.348538   0.471049   0.102500   0.002500     5.030   4.63   2.15   0.39   0.18
01768  18.476479   1.068201   0.196950   0.003050     5.025   2.03   1.43   0.21   0.14
01769 344.539120   1.162901   0.092000   0.003000     5.025   8.32   2.88   0.61   0.21
01773  47.180225   0.508461   0.217000   0.007000     5.020   1.74   1.32   0.18   0.14
01779  22.986958  -0.749688   0.208100   0.008100     5.016   3.09   1.76   0.29   0.16
01783  16.559986   1.153151   0.157000   0.003000     5.015   2.69   1.64   0.26   0.16
01790  33.965750   1.175558   0.227000   0.007000     5.005   0.38   0.62   0.06   0.09
