 451;013.174205;-00.650659; 0.47; 34
 452;013.177061;-00.139473; 0.35; 25
 453;013.180359;-00.150971; 0.70; 40
 454;013.190499;-00.205588; 0.20; 43
 455;013.231611;+00.629522; 0.65; 36
 456;013.236918;+00.955532; 0.40; 33
 457;013.294366;+01.095307; 0.70; 46
 458;013.325589;-00.235666; 0.47; 48
 459;013.342422;-00.508983; 0.30; 31
 460;013.403231;+00.627479; 0.33; 34
 461;013.421526;-00.876442; 0.53; 36
 462;013.460905;+00.277861; 0.40; 20
 463;013.482072;+00.108354; 0.68; 37
 464;013.482434;-00.404245; 0.65; 46
 465;013.582101;-00.656178; 0.70; 51
 466;013.607786;+00.697885; 0.70; 58
 467;013.655949;-00.855083; 0.65; 43
 468;013.666641;-00.910532; 0.40; 53
 469;013.680640;+00.313127; 0.58; 32
 470;013.681348;-00.507174; 0.65; 33
 471;013.685695;+00.778569; 0.33; 38
 472;013.808320;-00.137598; 0.45; 33
 473;013.819283;+01.110364; 0.65; 29
 474;013.852209;+01.120794; 0.40; 54
 475;013.900249;-00.690921; 0.47; 30
 476;013.901086;+00.252404; 0.65; 35
 477;013.921351;-00.526559; 0.65; 44
 478;013.931228;-01.071902; 0.53; 29
 479;014.118932;-00.806810; 0.50; 47
 480;014.162198;-01.023835; 0.58; 37
 481;014.166241;+00.757597; 0.58; 29
 482;014.168945;+00.099323; 0.50; 36
 483;014.171028;+01.075983; 0.28; 29
 484;014.232966;+01.126847; 0.63; 31
 485;014.326616;+00.061162; 0.70; 54
 486;014.349931;+00.633428; 0.45; 37
 487;014.387955;+00.159445; 0.55; 55
 488;014.396195;-00.614989; 0.55; 40
 489;014.416654;+00.988322; 0.40; 33
 490;014.422487;+00.309902; 0.35; 35
 491;014.434195;+00.232140; 0.70; 52
 492;014.558353;-01.086435; 0.45; 45
 493;014.665237;-00.241189; 0.63; 41
 494;014.684420;-00.481267; 0.68; 44
 495;014.690119;+00.923962; 0.68; 45
 496;014.714447;-00.860805; 0.25; 38
 497;014.883009;-01.069252; 0.68; 35
 498;014.884151;-01.113064; 0.53; 24
 499;014.886754;-00.244376; 0.33; 31
 500;014.893507;+01.130441; 0.68; 39
 501;014.894694;-00.910071; 0.35; 31
 502;014.920247;+01.145130; 0.20; 38
 503;014.925582;-00.536472; 0.35; 20
 504;014.943372;-00.805649; 0.45; 36
 505;014.960327;+01.097085; 0.50; 25
 506;014.964188;+00.144477; 0.55; 26
 507;015.110177;+00.877478; 0.42; 37
 508;015.153277;+00.406795; 0.53; 59
 509;015.154928;+00.401157; 0.38; 52
 510;015.156930;+01.100794; 0.70; 39
 511;015.157687;+00.243006; 0.55; 44
 512;015.157796;-00.063087; 0.70; 49
 513;015.159320;+01.102034; 0.55; 26
 514;015.216898;+00.320703; 0.70; 40
 515;015.219299;-00.134783; 0.40; 52
 516;015.227843;-00.031774; 0.63; 25
 517;015.254861;-00.492034; 0.55; 39
 518;015.389423;+00.488820; 0.38; 34
 519;015.391685;-00.788008; 0.65; 30
 520;015.393982;+00.731839; 0.58; 37
 521;015.405434;+00.236944; 0.35; 34
 522;015.509332;+00.187841; 0.68; 49
 523;015.589185;-00.855396; 0.53; 38
 524;015.629827;-00.868961; 0.70; 37
 525;015.647701;-00.871752; 0.30; 62
 526;015.665934;+01.126139; 0.45; 43
 527;015.743616;+00.071936; 0.65; 36
 528;015.750768;-00.358481; 0.50; 56
 529;015.774272;+00.166450; 0.40; 24
 530;015.870707;-01.041866; 0.65; 26
 531;015.896703;+01.129739; 0.28; 24
 532;015.898213;-01.019175; 0.33; 53
 533;015.901658;+00.805265; 0.52; 27
 534;016.150139;+00.746622; 0.53; 25
 535;016.190893;+00.265401; 0.53; 32
 536;016.240330;+00.042752; 0.48; 51
 537;016.251762;+00.359635; 0.18; 36
 538;016.281959;-00.489371; 0.70; 44
 539;016.351051;-00.481400; 0.63; 36
 540;016.451860;-00.319234; 0.37; 88
 541;016.452440;-00.315485; 0.55; 38
 542;016.498503;+00.815220; 0.60; 44
 543;016.509859;+00.131202; 0.70; 48
 544;016.541141;+00.879176; 0.35; 58
 545;016.577282;-00.567477; 0.60; 36
 546;016.635454;+00.164198; 0.63; 39
 547;016.636295;+00.229896; 0.30; 52
 548;016.652845;-00.494936; 0.70; 41
 549;016.664227;+01.065747; 0.47; 41
 550;016.707003;+01.082624; 0.60; 24
 551;016.718260;-01.105028; 0.60; 29
 552;016.725992;+00.666809; 0.53; 40
 553;016.756399;+00.160029; 0.53; 33
 554;016.766937;-01.102625; 0.70; 38
 555;016.791897;+01.104065; 0.70; 37
 556;016.814617;+00.669945; 0.70; 34
 557;016.853722;+01.094493; 0.15; 48
 558;016.880770;+00.653664; 0.40; 40
 559;016.900818;+01.114807; 0.65; 19
 560;016.927839;-00.905183; 0.63; 31
 561;016.930893;-00.495758; 0.55; 28
 562;016.942142;+00.392720; 0.58; 38
 563;016.946989;+00.397368; 0.38; 61
 564;016.962696;-00.907650; 0.50; 25
 565;016.976265;-00.140764; 0.40; 62
 566;017.114782;+01.123397; 0.50; 34
 567;017.125824;-00.148183; 0.58; 41
 568;017.134294;-00.115378; 0.30; 62
 569;017.138966;+01.117574; 0.70; 32
 570;017.181709;+00.265020; 0.68; 35
 571;017.190168;-01.092238; 0.63; 33
 572;017.191727;-00.494128; 0.53; 40
 573;017.226473;-00.971259; 0.50; 43
 574;017.357594;-00.270356; 0.38; 38
 575;017.369822;+01.065722; 0.53; 33
 576;017.381550;-00.943911; 0.28; 38
 577;017.386261;+00.958696; 0.37; 32
 578;017.561867;+00.245740; 0.55; 42
 579;017.568376;+00.970394; 0.60; 27
 580;017.574463;-01.043378; 0.70; 48
 581;017.589066;-00.103357; 0.68; 40
 582;017.648554;-00.373956; 0.60; 23
 583;017.657488;+01.062932; 0.23; 36
 584;017.688421;-00.961757; 0.60; 26
 585;017.733801;+00.832257; 0.68; 37
 586;017.762878;-00.648149; 0.53; 35
 587;017.768625;+00.003516; 0.50; 40
 588;017.796843;-00.929500; 0.45; 33
 589;017.838957;-00.255572; 0.40; 39
 590;017.859175;+00.585411; 0.37; 65
 591;017.862204;+00.846617; 0.45; 78
 592;017.881006;+01.106470; 0.30; 37
 593;017.888758;+00.632381; 0.55; 29
 594;017.908976;-00.914104; 0.35; 36
 595;017.938049;+00.240576; 0.53; 31
 596;017.947908;-00.925235; 0.63; 18
 597;018.119225;+00.266969; 0.35; 23
 598;018.128738;-00.413760; 0.60; 37
 599;018.140715;-00.754468; 0.53; 25
 600;018.142300;+01.083190; 0.45; 32
 601;018.150963;+00.805243; 0.55; 26
 602;018.158827;+00.597887; 0.45; 38
 603;018.168072;+00.912085; 0.35; 48
 604;018.170801;-00.534351; 0.70; 37
 605;018.170874;+00.144808; 0.55; 30
 606;018.181030;+00.656666; 0.65; 42
 607;018.191519;-01.063857; 0.65; 31
 608;018.204521;-00.443011; 0.42; 36
 609;018.205078;-01.075616; 0.42; 35
 610;018.296076;-00.619865; 0.45; 39
 611;018.387972;+01.114572; 0.50; 35
 612;018.390173;+00.613476; 0.50; 33
 613;018.402786;-00.583108; 0.58; 32
 614;018.418898;+00.277783; 0.30; 30
 615;018.436062;+00.708032; 0.70; 53
 616;018.456222;-00.799323; 0.65; 20
 617;018.464523;+00.024652; 0.35; 28
 618;018.480152;+01.087148; 0.70; 39
 619;018.481264;+01.086580; 0.30; 29
 620;018.513643;-00.205450; 0.42; 42
 621;018.531420;-01.132103; 0.22; 41
 622;018.547789;+00.720882; 0.58; 29
 623;018.565117;-00.817135; 0.55; 32
 624;018.578352;+00.353399; 0.68; 34
 625;018.595301;-00.809947; 0.23; 53
 626;018.596432;-00.115462; 0.68; 45
 627;018.607796;+00.505436; 0.38; 55
 628;018.631683;+00.280050; 0.60; 19
 629;018.661928;+00.705819; 0.38; 50
 630;018.695780;+00.211236; 0.55; 28
 631;018.777592;+00.811768; 0.45; 35
 632;018.807947;+00.813265; 0.21; 49
 633;018.813698;+01.101479; 0.58; 31
 634;018.867649;-00.477081; 0.20; 48
 635;018.882753;-01.089075; 0.63; 18
 636;018.886305;-00.745575; 0.33; 29
