# id      ra          dec        z         zerr       sn     rich  rich-err R200 R200-err
01906  57.485527   0.055091   0.155000   0.000000     6.984   5.49   2.34   0.44   0.19
01922  31.875189  -0.163407   0.185000   0.000000     6.964   4.87   2.21   0.40   0.18
01942   8.611361   0.354723   0.195000   0.000000     6.929   2.73   1.65   0.26   0.16
01946   1.876497  -0.771529   0.220000   0.000000     6.924   0.69   0.83   0.09   0.11
01962  16.431557  -0.793709   0.075000   0.000000     6.900  10.56   3.25   0.73   0.23
01964  16.740135  -0.816667   0.143000   0.003000     6.898   3.43   1.85   0.31   0.17
01970 340.045400  -0.875390   0.070000   0.000000     6.888  21.30   4.62   1.26   0.27
01980 323.691960   0.874398   0.095000   0.000000     6.872   0.00   0.00   0.15   0.10
01982  42.244213  -0.773383   0.100000   0.000000     6.871   4.81   2.19   0.40   0.18
01988  11.128313   0.726962   0.180000   0.000000     6.863   3.89   1.97   0.34   0.17
01990  30.664736  -1.075422   0.195000   0.000000     6.863   4.19   2.05   0.36   0.18
02004  32.393997  -0.169686   0.155000   0.000000     6.841   5.79   2.41   0.46   0.19
02011  27.873415  -1.006267   0.207000   0.008000     6.832   2.96   1.72   0.28   0.16
02014  42.248520  -0.121281   0.186000   0.004000     6.831   2.77   1.66   0.26   0.16
02030 335.983830  -0.822964   0.155000   0.000000     6.816   7.75   2.78   0.58   0.21
02031 343.079040   1.230725   0.210000   0.000000     6.815   2.87   1.69   0.27   0.16
02035 326.618960   1.292732   0.185000   0.005000     6.811   0.00   0.00   0.15   0.10
02045  17.685370   0.034754   0.230000   0.000000     6.803   2.27   1.51   0.23   0.15
02056  47.698963   0.066538   0.215000   0.000000     6.783   0.47   0.68   0.07   0.10
02058  17.957718  -0.497996   0.206000   0.009000     6.780   3.08   1.75   0.28   0.16
02059 350.229280   0.534406   0.200000   0.000000     6.779   4.53   2.13   0.38   0.18
02061  24.868565  -0.745899   0.180000   0.000000     6.775   2.49   1.58   0.24   0.15
02067 354.627660  -1.264044   0.200000   0.000000     6.771  10.05   3.17   0.71   0.22
02068  14.331123  -0.765269   0.215000   0.000000     6.769   5.19   2.28   0.43   0.19
02070  21.914164   1.032390   0.220600   0.004400     6.768   0.83   0.91   0.10   0.11
02071  20.065228  -0.094078   0.095000   0.000000     6.765   7.61   2.76   0.57   0.21
02084   1.276454   0.391550   0.085000   0.000000     6.754   7.89   2.81   0.59   0.21
02088  33.794760   0.913425   0.135000   0.000000     6.749   4.48   2.12   0.38   0.18
02097  17.387903  -0.905539   0.210000   0.000000     6.739   3.88   1.97   0.34   0.17
02098 331.196930   0.273344   0.120000   0.000000     6.739   4.00   2.00   0.35   0.17
02113  25.456278   1.000686   0.189000   0.006000     6.723   2.66   1.63   0.25   0.16
02116 339.665220  -0.428420   0.195000   0.000000     6.715   4.11   2.03   0.36   0.18
02130   0.912949  -0.518137   0.060000   0.000000     6.699   0.50   0.71   0.07   0.10
02139 324.721500  -1.122077   0.163000   0.003000     6.689   0.00   0.00   0.15   0.10
02142  23.736654   0.382637   0.160000   0.000000     6.684   4.48   2.12   0.38   0.18
02162  56.880760   0.950977   0.200000   0.000000     6.658   4.75   2.18   0.40   0.18
02165 340.590480   0.876267   0.115000   0.000000     6.656   4.85   2.20   0.40   0.18
02177  37.754470   1.159760   0.150000   0.000000     6.636   4.41   2.10   0.38   0.18
02202 324.728600  -1.118963   0.220000   0.000000     6.597   0.00   0.00   0.15   0.10
02209   0.896291   0.474818   0.205000   0.000000     6.587   4.19   2.05   0.36   0.18
02242 338.028080  -0.696602   0.140000   0.000000     6.550  16.00   4.00   1.01   0.25
02265  39.253704  -0.408318   0.190000   0.000000     6.525   1.81   1.35   0.19   0.14
02273 352.902370   0.121088   0.219000   0.006000     6.507   1.61   1.27   0.17   0.14
02274  15.362394   0.757986   0.220000   0.000000     6.506   4.08   2.02   0.35   0.17
02331  51.551563  -0.624019   0.050000   0.000000     6.440   9.02   3.00   0.65   0.22
02335 326.390050   1.291854   0.187000   0.007000     6.437   1.56   1.25   0.17   0.14
02342  17.894506  -0.785930   0.132550   0.002550     6.430   5.41   2.33   0.44   0.19
02344  41.988080  -0.338908   0.180000   0.000000     6.428   0.91   0.96   0.11   0.12
02369  20.571192  -0.694421   0.214000   0.009000     6.407   1.80   1.34   0.19   0.14
02409  42.792880   0.951362   0.215000   0.000000     6.373   3.79   1.95   0.33   0.17
02428 340.131470   0.683138   0.210000   0.000000     6.349   3.62   1.90   0.32   0.17
02440 340.926150   0.057146   0.134200   0.009200     6.339   1.79   1.34   0.19   0.14
02455   0.525752  -1.064502   0.145000   0.005000     6.317   4.11   2.03   0.36   0.18
02463  23.294660  -0.780574   0.155000   0.000000     6.311   5.86   2.42   0.47   0.19
02465  42.909546  -1.284289   0.185000   0.005000     6.310   0.46   0.68   0.07   0.10
02468 346.667570  -1.062625   0.210000   0.005000     6.307   2.60   1.61   0.25   0.15
02476  38.870930   0.749111   0.210000   0.000000     6.300   1.62   1.27   0.17   0.14
02482   5.076848   0.674979   0.208000   0.007000     6.292   3.79   1.95   0.33   0.17
02485   6.790456   0.531520   0.225000   0.000000     6.291   1.65   1.29   0.18   0.14
02487 356.693630   1.275703   0.080000   0.000000     6.290   0.95   0.97   0.11   0.12
02496 347.691900   1.123427   0.215000   0.000000     6.279   2.63   1.62   0.25   0.16
02506 340.966980   0.076745   0.183000   0.008000     6.268   1.37   1.17   0.15   0.13
02513  25.073997  -0.103243   0.185000   0.000000     6.258   5.26   2.29   0.43   0.19
02517 359.358580  -0.617811   0.200000   0.000000     6.255   2.72   1.65   0.26   0.16
02528  15.713474   0.227159   0.165800   0.000800     6.247   1.48   1.22   0.16   0.13
02529 328.273000   0.946823   0.220000   0.000000     6.243   2.36   1.54   0.23   0.15
02535 344.586030   0.244748   0.190000   0.000000     6.239   4.55   2.13   0.38   0.18
02545 349.624760  -0.471225   0.190000   0.000000     6.229   5.67   2.38   0.46   0.19
02567  44.077972  -0.941290   0.210000   0.000000     6.208   4.51   2.12   0.38   0.18
02575  35.211780  -0.258494   0.215000   0.000000     6.195   1.64   1.28   0.18   0.14
02576 339.415830  -1.219548   0.155000   0.000000     6.194   7.20   2.68   0.55   0.20
02584  49.639140   1.258586   0.210000   0.005000     6.186   0.00   0.00   0.15   0.10
02586  19.200617  -0.114001   0.170000   0.000000     6.184   2.68   1.64   0.26   0.16
02593  45.647660  -0.662252   0.205000   0.000000     6.176   6.51   2.55   0.51   0.20
02597  29.660055  -1.272659   0.215000   0.000000     6.173   4.67   2.16   0.39   0.18
02606  37.002754   0.669720   0.060000   0.000000     6.166   0.58   0.76   0.08   0.10
02609  26.935892   0.694299   0.175000   0.000000     6.165   4.41   2.10   0.37   0.18
02629   0.829242   1.084579   0.125000   0.000000     6.137   7.49   2.74   0.56   0.21
02638  11.234913   0.434154   0.215000   0.000000     6.128   0.89   0.94   0.11   0.12
02644  11.552919   0.996226   0.115000   0.000000     6.123   6.48   2.54   0.50   0.20
02649  38.341480   0.007964   0.205000   0.000000     6.119   3.20   1.79   0.29   0.16
02654  45.513535  -0.091976   0.200000   0.000000     6.115   1.86   1.36   0.19   0.14
02657  14.033803  -1.021152   0.184850   0.000150     6.113   3.21   1.79   0.29   0.16
02659  47.725384  -0.487386   0.135000   0.000000     6.113   5.35   2.31   0.44   0.19
02663  55.920700  -0.801990   0.210000   0.000000     6.105   0.49   0.70   0.07   0.10
02666 347.156220  -1.116064   0.215000   0.000000     6.102   3.77   1.94   0.33   0.17
02676  23.205470   1.244168   0.170000   0.000000     6.094   6.41   2.53   0.50   0.20
02677  25.240305   0.283433   0.120000   0.000000     6.094   4.31   2.08   0.37   0.18
02699  21.068624  -1.251156   0.166000   0.009000     6.075   6.67   2.58   0.52   0.20
02701  55.277718   0.503538   0.136000   0.004000     6.073   7.57   2.75   0.57   0.21
02708 324.368620   0.509462   0.050000   0.000000     6.065   0.00   0.00   0.15   0.10
02711 342.916380   0.319472   0.202200   0.002200     6.063   5.67   2.38   0.46   0.19
02713  15.371813  -0.296887   0.200000   0.000000     6.063   1.19   1.09   0.14   0.13
02742 341.446260  -0.312142   0.190250   0.000250     6.036   3.25   1.80   0.30   0.16
02743 327.163400   0.545416   0.209000   0.004000     6.036   2.49   1.58   0.24   0.15
02745  33.833430   1.019661   0.225000   0.000000     6.035   1.61   1.27   0.17   0.14
02750 331.296880  -0.532440   0.230000   0.000000     6.031   2.43   1.56   0.24   0.15
02758 346.334530   0.815131   0.070000   0.000000     6.023   4.71   2.17   0.39   0.18
02771  54.357456   0.049791   0.143000   0.007000     6.013   6.57   2.56   0.51   0.20
02777  15.036804   0.111157   0.154000   0.004000     6.009   7.03   2.65   0.54   0.20
02780  24.322273  -0.431516   0.060000   0.000000     6.007   7.17   2.68   0.55   0.20
02781 334.636320  -0.478748   0.125000   0.000000     6.005   2.16   1.47   0.22   0.15
02818 331.560970  -0.503999   0.170000   0.000000     5.978   3.45   1.86   0.31   0.17
02825  27.415333  -0.612093   0.125000   0.000000     5.974   2.04   1.43   0.21   0.15
02838 324.475900   0.252464   0.129000   0.001000     5.962   0.00   0.00   0.15   0.10
02847 332.834230  -0.033707   0.213000   0.007000     5.954   2.71   1.65   0.26   0.16
02856  30.719330   0.050277   0.065000   0.000000     5.950   1.28   1.13   0.14   0.13
02867  30.430980  -0.936371   0.215000   0.000000     5.943   4.60   2.15   0.39   0.18
02880   1.833245   0.484908   0.110000   0.000000     5.932   9.39   3.06   0.67   0.22
02888  18.961937  -0.173527   0.195000   0.005000     5.925   5.14   2.27   0.42   0.19
02898 351.799160  -0.740729   0.130000   0.000000     5.917  11.94   3.45   0.81   0.23
02908 342.239750   0.813337   0.165000   0.000000     5.908   2.02   1.42   0.21   0.14
02916  30.503633  -1.056307   0.055000   0.000000     5.904  16.98   4.12   1.06   0.26
02918 357.636720  -0.001664   0.190000   0.000000     5.903   3.39   1.84   0.31   0.17
02931   5.110132  -0.104996   0.065000   0.000000     5.893   9.51   3.08   0.68   0.22
02933 337.827200   1.115096   0.055000   0.000000     5.890   5.20   2.28   0.43   0.19
02942  19.485878  -1.250313   0.220000   0.000000     5.883   4.08   2.02   0.35   0.17
02950 323.946700   0.972175   0.130000   0.000000     5.876   0.00   0.00   0.15   0.10
02954  18.455110  -0.643245   0.192700   0.007300     5.870   3.19   1.79   0.29   0.16
02973 345.596650   1.265052   0.090000   0.000000     5.854   2.40   1.55   0.23   0.15
02974 347.736820  -0.816627   0.210000   0.000000     5.853   2.93   1.71   0.27   0.16
02989 350.024870  -0.074436   0.230000   0.000000     5.840   1.47   1.21   0.16   0.13
02993 334.171970  -0.925882   0.130000   0.000000     5.838  11.65   3.41   0.79   0.23
02995 342.647060   0.800789   0.183000   0.002000     5.838   4.65   2.16   0.39   0.18
03007  11.655810   0.460660   0.170000   0.000000     5.832   1.13   1.06   0.13   0.12
03017 332.304260   0.136254   0.194000   0.001000     5.826   4.27   2.07   0.37   0.18
03048 356.276860   0.786511   0.211000   0.006000     5.806   3.42   1.85   0.31   0.17
03053 344.539150   1.157973   0.095000   0.000000     5.801   7.82   2.80   0.58   0.21
03061  32.164520   0.515785   0.070000   0.000000     5.792   5.97   2.44   0.47   0.19
03064  26.961386  -1.053663   0.150000   0.000000     5.790   5.85   2.42   0.47   0.19
03069  15.385654  -0.655138   0.220000   0.000000     5.788   3.88   1.97   0.34   0.17
03083  37.766530  -0.180256   0.205000   0.000000     5.779   2.33   1.53   0.23   0.15
03095 325.713800   0.004722   0.210000   0.000000     5.774   1.47   1.21   0.16   0.13
03101 326.102750   1.142594   0.195000   0.000000     5.769   1.75   1.32   0.18   0.14
03111  44.446240   0.010950   0.200000   0.000000     5.762   4.47   2.12   0.38   0.18
03120 342.868300  -0.584835   0.166000   0.001000     5.758   4.84   2.20   0.40   0.18
03141  19.351034  -1.184431   0.185000   0.000000     5.739   3.47   1.86   0.31   0.17
03151  20.721851  -0.004947   0.185000   0.000000     5.730   2.97   1.72   0.28   0.16
03174 351.178130  -0.965523   0.110000   0.000000     5.715  17.72   4.21   1.09   0.26
03178 353.621800  -0.619081   0.145000   0.000000     5.713   0.00   0.00   0.15   0.10
03185  34.737755   0.014466   0.145000   0.000000     5.710   4.42   2.10   0.38   0.18
03195 343.283260  -1.083585   0.225000   0.000000     5.702   6.37   2.52   0.50   0.20
03199  16.699377   0.561582   0.112000   0.003000     5.698   2.91   1.71   0.27   0.16
03209  33.126850   0.185544   0.216700   0.008300     5.692   3.41   1.85   0.31   0.17
03227  47.180218   0.506911   0.212000   0.003000     5.681   1.83   1.35   0.19   0.14
03233  56.135582   1.073847   0.140000   0.000000     5.679   4.78   2.19   0.40   0.18
03242  57.250620   0.093900   0.135000   0.010000     5.677   2.44   1.56   0.24   0.15
03267 342.816680  -0.797736   0.185000   0.000000     5.659   3.41   1.85   0.31   0.17
03270 331.536680   1.063948   0.120000   0.000000     5.659   5.48   2.34   0.44   0.19
03271   9.652318   0.121523   0.065000   0.000000     5.659   4.54   2.13   0.38   0.18
03274 353.996250  -0.861659   0.119000   0.006000     5.657   5.29   2.30   0.43   0.19
03286  50.302260   0.676028   0.210000   0.000000     5.651   0.00   0.00   0.15   0.10
03297  20.481380  -1.037633   0.060000   0.000000     5.645   4.60   2.14   0.39   0.18
03298 326.809000   1.293458   0.212400   0.002600     5.644   0.00   0.00   0.15   0.10
03318   9.351975   0.054942   0.100000   0.000000     5.629   3.34   1.83   0.30   0.17
03326  21.847784  -1.266325   0.160000   0.000000     5.625   2.67   1.63   0.26   0.16
03331  43.786724   0.264929   0.190000   0.000000     5.622   2.67   1.63   0.25   0.16
03332 341.222080   0.060444   0.095000   0.000000     5.622   4.61   2.15   0.39   0.18
03355  22.986952  -0.748044   0.205000   0.000000     5.606   2.60   1.61   0.25   0.15
03361   3.656783  -0.028333   0.070000   0.000000     5.601  10.23   3.20   0.72   0.22
03371   5.700196   0.368297   0.155000   0.000000     5.594   1.77   1.33   0.19   0.14
03372 345.312440   0.488375   0.125000   0.000000     5.593   4.67   2.16   0.39   0.18
03380 339.058140  -0.268469   0.210000   0.000000     5.589   0.59   0.77   0.08   0.10
03393 349.487000   0.461234   0.210000   0.000000     5.581   0.79   0.89   0.10   0.11
03395 328.880900   1.085062   0.225000   0.000000     5.579   3.40   1.84   0.31   0.17
03397  18.476473   1.066548   0.205000   0.000000     5.578   1.96   1.40   0.20   0.14
03410 340.057040  -0.520025   0.115000   0.000000     5.569   2.60   1.61   0.25   0.15
03415  46.646957   0.986180   0.160000   0.000000     5.566   7.25   2.69   0.55   0.20
03424  48.079760   0.013908   0.105000   0.000000     5.559   5.77   2.40   0.46   0.19
03448 348.828430   0.004956   0.205700   0.009300     5.550   1.43   1.20   0.16   0.13
03453  23.707533  -0.852355   0.160000   0.000000     5.549   5.13   2.26   0.42   0.19
03464   3.926772  -0.801672   0.155000   0.000000     5.543   4.75   2.18   0.40   0.18
03472   5.076804  -0.261657   0.220000   0.000000     5.538   2.04   1.43   0.21   0.15
03481 344.214000   0.129692   0.227100   0.002900     5.534   2.28   1.51   0.23   0.15
03496  46.148810  -0.857162   0.225000   0.000000     5.528   1.69   1.30   0.18   0.14
03498  29.419428  -0.141470   0.125000   0.005000     5.526   6.63   2.57   0.51   0.20
03502  43.163370  -0.152356   0.060000   0.000000     5.523   3.51   1.87   0.31   0.17
03525  18.882557  -0.887556   0.090000   0.000000     5.510   0.65   0.80   0.09   0.11
03526  41.011510  -0.716141   0.221000   0.004000     5.508   1.93   1.39   0.20   0.14
03530  32.154633  -0.625747   0.221700   0.006700     5.506   0.52   0.72   0.07   0.10
03540  16.559990   1.154808   0.157000   0.008000     5.500   2.62   1.62   0.25   0.16
03552  41.006060  -0.928000   0.220300   0.004700     5.495   3.40   1.84   0.31   0.17
03556  17.522790   1.107358   0.188000   0.007000     5.493   5.00   2.24   0.41   0.18
03558 335.857820   0.580277   0.088000   0.008000     5.492   0.83   0.91   0.10   0.11
03559  51.027160   0.545770   0.175000   0.000000     5.492   5.45   2.33   0.44   0.19
03562 332.025940   0.517407   0.110000   0.000000     5.486   0.23   0.48   0.04   0.08
03578  11.054619  -0.504068   0.110000   0.000000     5.480   6.82   2.61   0.53   0.20
03588  19.156885   0.047916   0.225000   0.000000     5.476   1.75   1.32   0.18   0.14
03594  50.743015   0.399436   0.050000   0.000000     5.474   4.15   2.04   0.36   0.18
03597  34.323486   0.278352   0.150000   0.000000     5.473   6.07   2.46   0.48   0.19
03599 326.807040   0.753314   0.129000   0.009000     5.471   5.53   2.35   0.45   0.19
03602  23.509083  -1.105607   0.095000   0.000000     5.470   7.25   2.69   0.55   0.20
03609  22.607801  -0.455649   0.220000   0.000000     5.467   1.32   1.15   0.15   0.13
03618  48.521313  -0.680429   0.230000   0.000000     5.463   4.79   2.19   0.40   0.18
03622  52.367832  -0.524710   0.095000   0.000000     5.460   4.24   2.06   0.36   0.18
03623   8.664875   0.624504   0.065000   0.000000     5.460   1.01   1.00   0.12   0.12
03634  33.268585   0.433872   0.225000   0.000000     5.453   4.58   2.14   0.39   0.18
03635  48.623478   0.245233   0.125000   0.000000     5.452   6.34   2.52   0.50   0.20
03637 344.927670   0.054233   0.115000   0.000000     5.450   7.10   2.66   0.54   0.20
03664 339.645260   0.073301   0.225000   0.000000     5.436   3.85   1.96   0.34   0.17
03669 350.190340   1.239195   0.190000   0.000000     5.431   2.09   1.45   0.21   0.15
03671 342.263340   0.852647   0.220000   0.000000     5.430   1.79   1.34   0.19   0.14
03678  58.268180   1.111389   0.225000   0.000000     5.426   0.90   0.95   0.11   0.12
03688  57.142426   1.021478   0.220000   0.000000     5.421   0.83   0.91   0.10   0.11
03693  19.734070   1.058401   0.210000   0.000000     5.419   3.59   1.90   0.32   0.17
03715  15.341838   0.469393   0.110000   0.000000     5.411   4.28   2.07   0.37   0.18
03723 354.033870   0.154404   0.198000   0.002000     5.406   2.27   1.51   0.23   0.15
03724 358.671450  -0.018313   0.225000   0.000000     5.405   0.25   0.50   0.04   0.08
03749  28.828747  -0.180703   0.225000   0.000000     5.390   2.74   1.66   0.26   0.16
03757  46.613785   0.349468   0.225000   0.000000     5.386   1.98   1.41   0.20   0.14
03771 335.070000   1.153698   0.220000   0.000000     5.377   2.52   1.59   0.24   0.15
03775 332.625240   0.582348   0.195000   0.000000     5.374   2.61   1.62   0.25   0.16
03783  16.454556   0.545143   0.125000   0.000000     5.369   1.05   1.02   0.12   0.12
03798 345.939820   0.771895   0.160000   0.000000     5.361   4.33   2.08   0.37   0.18
03800 341.750200   0.907499   0.155000   0.000000     5.359   5.40   2.32   0.44   0.19
03816  47.222000  -1.160946   0.140000   0.000000     5.351   2.54   1.59   0.25   0.15
03825   3.343373   0.921657   0.150400   0.009600     5.349   4.42   2.10   0.38   0.18
03826 340.647060   0.037534   0.085000   0.000000     5.348   1.25   1.12   0.14   0.13
03831  21.906572   0.811755   0.155000   0.000000     5.345   2.53   1.59   0.24   0.15
03859   3.179952   1.228319   0.145000   0.000000     5.333   2.41   1.55   0.24   0.15
03866  51.305450  -0.142024   0.145000   0.000000     5.330   5.75   2.40   0.46   0.19
03883   6.603662   0.168293   0.135000   0.000000     5.324   1.69   1.30   0.18   0.14
03885 358.991120  -1.053973   0.125000   0.000000     5.322   9.23   3.04   0.66   0.22
03887  13.404087   0.583068   0.168000   0.002000     5.321   4.02   2.00   0.35   0.17
03890  13.110494   1.005219   0.205000   0.000000     5.320   1.64   1.28   0.17   0.14
03898  40.078500  -1.199962   0.215000   0.000000     5.316   0.90   0.95   0.11   0.12
03907 338.965600  -0.431100   0.080000   0.000000     5.314   4.61   2.15   0.39   0.18
03914  43.152660  -0.058117   0.155000   0.000000     5.311   2.52   1.59   0.24   0.15
03915  14.702024  -0.204121   0.175000   0.000000     5.311   5.60   2.37   0.45   0.19
03949   5.663516   0.288306   0.115000   0.000000     5.289   4.08   2.02   0.35   0.17
03965 351.276730   0.223596   0.161000   0.004000     5.282   5.04   2.24   0.42   0.19
03966  32.180660  -0.991123   0.215000   0.000000     5.282   0.00   0.00   0.15   0.10
03971  26.127140   0.721448   0.120000   0.000000     5.281   1.87   1.37   0.19   0.14
03975  10.827380   0.221283   0.110000   0.000000     5.280   5.34   2.31   0.43   0.19
03980 339.437200  -0.021167   0.230000   0.000000     5.277   2.06   1.44   0.21   0.15
03989 353.916380   0.589342   0.215000   0.000000     5.273   2.28   1.51   0.23   0.15
04001   3.880087   1.138350   0.137000   0.008000     5.270   5.63   2.37   0.45   0.19
04018 334.654020  -0.307893   0.215000   0.000000     5.259   1.00   1.00   0.12   0.12
04026 328.505100   0.826825   0.144000   0.009000     5.254   3.95   1.99   0.34   0.17
04027  26.887018  -0.102928   0.210000   0.000000     5.254   0.81   0.90   0.10   0.11
04034  15.878244  -0.691326   0.190000   0.000000     5.252   0.20   0.45   0.04   0.08
04051 346.781160   1.290182   0.195000   0.000000     5.244   0.68   0.83   0.09   0.11
04053  20.014921  -0.328467   0.170000   0.000000     5.243   2.04   1.43   0.21   0.15
04063   4.213452   0.315000   0.220000   0.000000     5.240   0.89   0.94   0.11   0.12
04081 342.362900  -0.535241   0.195000   0.000000     5.230   3.07   1.75   0.28   0.16
04103 350.270840   1.262466   0.125000   0.000000     5.222   5.94   2.44   0.47   0.19
04110 355.858120   1.298343   0.193000   0.003000     5.218   2.56   1.60   0.25   0.15
04119 357.446400   0.008319   0.230000   0.000000     5.214   1.00   1.00   0.12   0.12
04123  17.704515  -1.226310   0.180000   0.000000     5.211   3.28   1.81   0.30   0.16
04127  24.213630  -0.244512   0.185000   0.005000     5.210   2.55   1.60   0.25   0.15
04130  21.503830  -1.296569   0.221000   0.009000     5.208   2.83   1.68   0.27   0.16
04138 353.604200  -1.050607   0.200000   0.000000     5.203   5.30   2.30   0.43   0.19
04148 359.845300   1.017650   0.170000   0.000000     5.196   2.40   1.55   0.24   0.15
04155 336.283900   0.558165   0.225000   0.000000     5.194   1.99   1.41   0.20   0.14
04156  44.432243  -0.865131   0.210000   0.000000     5.194   0.48   0.69   0.07   0.10
04170   8.341211   0.484667   0.160000   0.000000     5.189   3.96   1.99   0.35   0.17
04179 335.125100  -0.579332   0.200000   0.000000     5.186   0.75   0.86   0.10   0.11
04187 347.282230  -0.756798   0.213000   0.003000     5.183   1.67   1.29   0.18   0.14
04190  46.751930   0.728109   0.175000   0.000000     5.183   4.79   2.19   0.40   0.18
04192   6.556979   0.108308   0.225000   0.000000     5.182   0.91   0.95   0.11   0.12
04196 356.543880   0.962923   0.115000   0.000000     5.180   6.82   2.61   0.53   0.20
04197 353.682200   0.519521   0.216200   0.006200     5.179   0.64   0.80   0.09   0.11
04201  48.171993  -1.030418   0.100000   0.000000     5.176   1.93   1.39   0.20   0.14
04204 341.959600   0.044164   0.140000   0.000000     5.174   1.59   1.26   0.17   0.14
04213 330.241400  -1.194317   0.215000   0.000000     5.169   1.83   1.35   0.19   0.14
04230 350.786600   0.498295   0.186000   0.001000     5.165   2.56   1.60   0.25   0.15
04237  14.072764   0.011622   0.180000   0.000000     5.163   2.74   1.66   0.26   0.16
04238  48.150700  -1.055216   0.190000   0.000000     5.162   1.73   1.32   0.18   0.14
04241  28.136380   0.099435   0.225000   0.000000     5.162   0.85   0.92   0.11   0.11
04242  53.588825   0.724993   0.205000   0.000000     5.161   1.70   1.30   0.18   0.14
04246  31.004800  -0.581900   0.230000   0.000000     5.159   1.66   1.29   0.18   0.14
04248 335.280600  -1.076754   0.130000   0.000000     5.158   6.07   2.46   0.48   0.19
04249  15.674249   0.887118   0.215000   0.000000     5.158   1.84   1.35   0.19   0.14
04254 333.019380   1.180290   0.195000   0.000000     5.156   3.18   1.78   0.29   0.16
04264  50.952724  -0.074930   0.075000   0.000000     5.149   8.44   2.91   0.62   0.21
04277  16.855510  -1.253864   0.200000   0.000000     5.144   1.63   1.28   0.17   0.14
04279 335.516940  -1.216233   0.230000   0.000000     5.143   4.44   2.11   0.38   0.18
04281 336.882570   0.950913   0.195500   0.004500     5.140   6.16   2.48   0.49   0.20
04285  37.454838   1.138321   0.210000   0.000000     5.140   2.47   1.57   0.24   0.15
04288  10.637595   0.873578   0.145000   0.000000     5.139   5.03   2.24   0.42   0.19
04289 355.064030   0.330640   0.125000   0.000000     5.139   4.94   2.22   0.41   0.18
04303   1.036172  -0.851373   0.225000   0.000000     5.134   0.79   0.89   0.10   0.11
04321 326.686430   0.093143   0.225000   0.000000     5.126   2.64   1.62   0.25   0.16
04328  26.638615  -1.100028   0.170000   0.000000     5.123   5.13   2.26   0.42   0.19
04332  17.695694  -0.402147   0.110000   0.000000     5.120   2.71   1.65   0.26   0.16
04344   6.610366   0.391572   0.200000   0.000000     5.116   2.74   1.66   0.26   0.16
04361 343.966200   0.576011   0.230000   0.000000     5.109   1.35   1.16   0.15   0.13
04366 324.702850   0.007846   0.112200   0.007800     5.108   0.00   0.00   0.15   0.10
04382  47.380660  -1.228476   0.200000   0.000000     5.099   1.26   1.12   0.14   0.13
04406 331.720600   0.520210   0.195000   0.000000     5.086   2.93   1.71   0.27   0.16
04407 343.841670   0.037737   0.210000   0.000000     5.086   4.45   2.11   0.38   0.18
04409  34.047314   0.262432   0.160000   0.000000     5.086   1.73   1.32   0.18   0.14
04415  41.083168  -0.197568   0.160000   0.000000     5.082   1.65   1.28   0.18   0.14
04419 328.279080  -1.054690   0.140000   0.000000     5.080  11.27   3.36   0.77   0.23
04421   8.501522  -0.784423   0.180000   0.000000     5.080   4.13   2.03   0.36   0.18
04428   3.793402  -1.201685   0.205000   0.000000     5.077   1.80   1.34   0.19   0.14
04436 329.557900  -1.179395   0.120000   0.000000     5.075  11.55   3.40   0.79   0.23
04446  45.856464   0.898487   0.220000   0.000000     5.070   2.73   1.65   0.26   0.16
04455 341.453300  -0.004903   0.160000   0.000000     5.066   0.24   0.48   0.04   0.08
04462  33.958840   1.173966   0.230000   0.000000     5.062   0.48   0.69   0.07   0.10
04484  11.565572   0.404138   0.105000   0.000000     5.054   8.42   2.90   0.62   0.21
04496  28.860367  -1.229061   0.159500   0.009500     5.049   1.47   1.21   0.16   0.13
04500 356.120000   0.653423   0.225000   0.000000     5.047   2.82   1.68   0.27   0.16
04503 338.009460  -0.982357   0.195000   0.000000     5.046   7.37   2.72   0.56   0.21
04512 328.752870  -0.182629   0.230000   0.000000     5.042   2.22   1.49   0.22   0.15
04521  28.321701  -0.669738   0.185000   0.000000     5.036   1.39   1.18   0.15   0.13
04533  21.530783  -0.004942   0.105000   0.000000     5.030   8.25   2.87   0.61   0.21
04541 328.161500   1.247777   0.155000   0.000000     5.026   3.60   1.90   0.32   0.17
04556  40.458344   0.318264   0.165000   0.000000     5.016   0.00   0.00   0.15   0.10
04576  15.844829   0.741085   0.210000   0.000000     5.009   6.29   2.51   0.49   0.20
