# id ra dec z_spec Veli Velf Nwcls Nmemb Vdisp Vdisp_lo Vdisp_hi R500 R500_lo R500_hi M500 M500_lo M500_hi R200 R200_lo R200_hi M2
00 M200_lo M200_hi znew znew-err Rap Nmemb-wR200 SN
01118 339.577977  -0.991947   0.128799  37840.404  38713.699     30    7    220.838   -140.228     38.267   0.304413  -0.177011   0.048305   0.090902  -0.158573   0.043274   0.365315  -0.212425   0.057969   0.095224  -0.166114   0.045331   0.128799   0.000280  0.365    4      8.463
01278  18.414427   1.236702   0.121852  36174.157  36823.807     26    6    296.268    -10.941     36.365   0.412611  -0.013953   0.046379   0.224779  -0.022804   0.075798   0.576925  -0.019510   0.064848   0.245783  -0.024935   0.082880   0.121852   0.001110  0.577    6      8.107
01309 337.302598   0.148343   0.057288  16412.138  17729.726     78   53    455.974    -51.117     66.619   0.662236  -0.067985   0.088603   0.872258  -0.268637   0.350106   0.877166  -0.090049   0.117359   0.949220  -0.292340   0.380997   0.057745   0.001526  0.877   14      8.036
01335  13.566829  -0.668690   0.145486  43024.115  43922.593     54    5    205.370    -15.294     29.567   0.255967  -0.017455   0.033747   0.054970  -0.011246   0.021742   0.607970  -0.041460   0.080156   0.066179  -0.013539   0.026175   0.145696   0.001143  0.608    3      7.973
01365 356.223167   1.130585   0.059667  17505.481  18631.502     30   12    328.950    -47.023     77.305   0.484352  -0.063405   0.104235   0.342040  -0.134326   0.220826   0.689135  -0.090212   0.148306   0.376871  -0.148005   0.243314   0.059818   0.001194  0.689   11      7.906
01411  23.728664  -0.662548   0.081793  23023.161  25798.940    111   35    526.732    -44.566     76.781   0.752692  -0.058319   0.100475   1.311370  -0.304817   0.525155   1.046731  -0.081101   0.139725   1.451606  -0.337413   0.581314   0.081589   0.001896  1.047   26      7.804
01439  37.983632  -0.008885   0.178141  52765.571  53745.892     21    7    328.073    -51.278     71.929   0.445035  -0.063699   0.089352   0.298863  -0.128331   0.180014   0.622745  -0.089135   0.125033   0.327553  -0.140650   0.197295   0.178141   0.001323  0.623    7      7.756
01455  13.839709  -0.336492   0.146229  43274.142  44513.784     17    7    434.698    -39.217     97.873   0.580944  -0.047995   0.119780   0.643140  -0.159401   0.397812   0.759722  -0.062765   0.156641   0.695967  -0.172494   0.430488   0.146033   0.001547  0.760    6      7.728
01460  13.068186  -1.067475   0.134634  39700.316  40698.925     31   11    419.117    -27.565     85.095   0.552823  -0.033295   0.102785   0.547665  -0.098953   0.305479   0.567234  -0.034163   0.105465   0.551971  -0.099731   0.307881   0.134424   0.001053  0.567    4      7.716
01476   3.197967   0.747834   0.147834  44069.791  44827.367     40    8    333.005    -62.320     61.144   0.434547  -0.074472   0.073066   0.269606  -0.138614   0.135998   0.578022  -0.099061   0.097191   0.291458  -0.149849   0.147021   0.147852   0.001135  0.578    4      7.701
01532  43.636380   0.936762   0.066734  19275.756  20647.306     62   16    296.002    -34.031     64.030   0.444587  -0.046807   0.088069   0.266322  -0.084116   0.158269   0.621922  -0.065477   0.123197   0.291611  -0.092104   0.173297   0.066822   0.001049  0.622   16      7.588
01547  38.082990   1.082480   0.021887   5894.519   7531.386    100   63    297.351    -40.784     61.528   0.461649  -0.057984   0.087477   0.285840  -0.107706   0.162490   0.628335  -0.078920   0.119062   0.310962  -0.117172   0.176771   0.021788   0.000944  0.628   27      7.559
01559 340.826786   0.388621   0.058377  16811.761  18274.449     91   52    427.936    -39.371     67.891   0.645961  -0.054423   0.093846   0.810358  -0.204820   0.353191   0.652578  -0.054980   0.094808   0.812962  -0.205479   0.354326   0.058250   0.001060  0.653   18      7.529
01613  29.661537  -0.694848   0.189207  56346.292  57128.751     22    5    368.904    -12.656     46.266   0.466239  -0.014648   0.053547   0.347677  -0.032768   0.119790   0.629047  -0.019762   0.072245   0.377885  -0.035615   0.130198   0.188047   0.000143  0.629    4      7.452
01644   1.254696   0.964296   0.099912  28440.411  30276.340     77   29    258.869   -137.817     79.347   0.376003  -0.183312   0.105541   0.166412  -0.243392   0.140131   0.537110  -0.261857   0.150763   0.182502  -0.266925   0.153681   0.100042   0.000935  0.537    8      7.406
01652   4.167370  -0.453394   0.065502  17477.601  20726.152    143   75    629.726    -82.848    109.120   0.936926  -0.112879   0.148674   2.489652  -0.899845   1.185197   0.829820  -0.099975   0.131678   2.385515  -0.862206   1.135623   0.064933   0.001015  0.830   25      7.386
01661  41.305091   1.214887   0.075445  21569.768  23980.998     34   14    693.827    -70.775    113.264   0.955616  -0.089267   0.142857   2.667119  -0.747428   1.196142   1.346043  -0.125737   0.201223   2.981462  -0.835519   1.337118   0.075273   0.002517  1.346   14      7.379
01692 337.300439   0.416662   0.129022  38404.313  39010.194     33   13    208.444    -23.138     46.895   0.304049  -0.030907   0.062641   0.090596  -0.027627   0.055994   0.393246  -0.039974   0.081017   0.096634  -0.029469   0.059726   0.129158   0.000735  0.393    7      7.331
01774  29.781579   0.819615   0.135729  39572.604  40882.398     46   17    369.227   -203.940    112.588   0.515535  -0.260762   0.143957   0.444646  -0.674717   0.372487   0.699945  -0.354038   0.195452   0.484915  -0.735822   0.406222   0.135751   0.001095  0.700    9      7.173
01805 330.514876   0.124599   0.062946  18531.071  19273.357     29    5    250.060    -36.066     65.543   0.357765  -0.047253   0.085874   0.138277  -0.054790   0.099571   0.499595  -0.065986   0.119917   0.150616  -0.059679   0.108456   0.062667   0.000862  0.500    5      7.123
01829  29.347328   0.420018   0.135601  40380.845  41290.115     31   11    157.314    -18.242     43.356   0.212530  -0.022568   0.053639   0.031149  -0.009923   0.023584   0.521607  -0.055389   0.131645   0.037373  -0.011906   0.028297   0.135750   0.001011  0.522    4      7.091
