 Cluster,RAJ2000,DEJ2000,RA1deg,DE1deg,Ngal,z,r80,R
3092,034.0915,+00.2713,034.0855,+00.2658, 20, 0.2305, 109.2,3
3093,032.8144,+01.1326,032.8147,+01.1269,  7, 0.1987,  23.6,2
3094,034.1490,+01.2070,034.1414,+01.2116,  5, 0.1916,  32.4,2
3095,033.9004,+00.0337,033.9000,+00.0332,  6, 0.3459,  27.6,2
3096,034.0651,-01.1584,034.0676,-01.1568,  6, 0.2622,  28.1,1
3097,034.6308,+00.8729,034.6354,+00.8742,  6, 0.3787,  18.4,4
3098,033.0776,-01.1474,033.0834,-01.1429,  6, 0.2118,  26.6,2
3099,033.9821,+00.8683,033.9637,+00.8701, 28, 0.1992, 185.5,3
3100,033.7094,-00.0424,033.6815,-00.0340,  8, 0.4205, 125.6,2
3101,032.5494,-00.9671,032.5491,-00.9748,  8, 0.1394,  50.1,4
3102,032.8253,-00.9534,032.8248,-00.9587,  5, 0.5759,  19.0,2
3103,034.3401,+00.5464,034.3360,+00.5538, 12, 0.3186,  50.8,4
3104,033.4844,+00.5246,033.4848,+00.5269, 11, 0.1990,  75.5,2
3105,032.5495,-01.0557,032.5562,-01.0901, 38, 0.1662, 181.5,4
3106,032.6856,-00.4248,032.6974,-00.4084,  5, 0.1939,  75.7,
3107,032.4944,-00.5885,032.4896,-00.5876,  5, 0.3543,  18.1,4
3108,032.9282,+00.3315,032.9062,+00.3869, 43, 0.2755, 240.3,2
3109,033.1778,-00.2941,033.1785,-00.3020, 11, 0.3990,  26.8,2
3110,034.7552,-00.5580,034.7530,-00.5463,  6, 0.3375,  50.8,
3111,033.0246,+00.3347,033.0377,+00.3344,  5, 0.2495,  47.6,2
3112,033.6523,+00.7190,033.6552,+00.7098,  6, 0.2697,  35.0,1
3113,032.0530,-01.0901,032.0403,-01.0589,  8, 0.2091,  80.0,4
3114,034.6819,+00.0942,034.6755,+00.1131, 47, 0.2363, 294.4,4
3115,033.4826,-01.0012,033.4828,-00.9998, 13, 0.3180,  21.9,2
3116,033.4781,-00.7444,033.4951,-00.7411,  8, 0.3510,  94.3,2
3117,032.9089,+00.7099,032.9075,+00.7103,  5, 0.2010,  32.9,1
3118,033.3732,+00.9965,033.3834,+00.9871,  5, 0.2505,  52.3,2
3119,034.1066,+00.6319,034.0995,+00.6381,  5, 0.1979,  34.5,2
3120,032.6511,+00.2950,032.6543,+00.2940,  5, 0.3960,  12.0,1
3121,034.3027,-00.3858,034.2797,-00.3848, 14, 0.2469, 112.6,2
3122,031.9437,+00.3992,031.9467,+00.4078, 10, 0.3561,  28.1,4
3123,034.4030,+00.6532,034.4208,+00.6540, 17, 0.2845,  65.3,4
3124,031.8172,-01.0140,031.8170,-01.0126,  9, 0.1130,  68.8,4
3125,033.0734,-00.4503,033.0647,-00.4658,  6, 0.1012,  65.0,2
3126,034.6408,-00.1806,034.6509,-00.2006, 13, 0.3368, 111.7,
3127,031.8544,-00.8013,031.8507,-00.7942, 14, 0.2890,  52.7,4
3128,033.8115,+00.9767,033.8149,+00.9733,  6, 0.1930,  47.6,2
3129,033.5143,+00.6274,033.5134,+00.6430,  8, 0.1745,  57.2,2
3130,034.6444,-00.4486,034.6275,-00.4296, 63, 0.2511, 394.0,2
3131,033.8498,-01.0952,033.8483,-01.1030,  9, 0.2699,  33.7,1
3132,032.7856,-01.2110,032.7926,-01.2120, 21, 0.1603, 100.7,3
3133,033.5570,-00.1788,033.5714,-00.1799,  9, 0.1477,  62.0,2
3134,034.6427,-01.2462,034.6557,-01.2547,  6, 0.2589,  66.7,4
3135,034.1220,+00.1226,034.1392,+00.1163, 15, 0.2260, 129.6,2
3136,034.5479,+00.4401,034.5494,+00.4413,  5, 0.3338,  24.3,
3137,033.7612,+00.0904,033.7605,+00.0964, 14, 0.2575,  46.4,2
3138,032.8061,+00.1907,032.7939,+00.1917, 11, 0.2085,  62.7,2
3139,033.5763,-00.4032,033.5768,-00.3933,  7, 0.2164,  39.1,1
3140,034.5072,-00.0332,034.5159,-00.0486,  6, 0.3363,  64.0,
3141,032.5902,-00.6650,032.5943,-00.6672,  5, 0.2640,  19.4,2
3142,033.7708,-01.0328,033.7646,-01.0272,  8, 0.3852,  68.6,2
3143,032.7227,-01.1525,032.7266,-01.1569, 15, 0.1728,  61.1,3
3144,034.4727,+00.0923,034.4811,+00.1011, 16, 0.3275, 103.2,
3145,034.6118,-00.2775,034.6159,-00.2788,  8, 0.2030,  46.2,4
3146,033.0293,+00.8759,033.0482,+00.8811, 12, 0.4498, 115.2,2
3147,033.8738,+01.0540,033.8753,+01.0582,  6, 0.1992,  42.7,
3148,034.0674,+00.8859,034.0718,+00.8793,  5, 0.2670,  31.8,
3149,031.8799,-00.7508,031.8796,-00.7513,  5, 0.2946,  17.7,4
3150,033.1397,+00.3484,033.1418,+00.3482,  7, 0.2946,  21.9,2
3151,034.3076,+00.1839,034.3183,+00.1812,  7, 0.2510,  80.4,2
3152,033.1075,-00.5508,033.1036,-00.5136, 41, 0.3783, 280.5,2
3153,032.3861,-00.1786,032.3916,-00.1806,  5, 0.1473,  21.6,4
3154,034.0766,-01.0183,034.0743,-01.0227,  5, 0.3780,  37.6,2
3155,033.0000,+00.7259,033.0009,+00.7560, 14, 0.5345, 131.1,2
3156,032.9613,+01.0109,032.9646,+01.0253,  5, 0.5193,  66.8,2
3157,034.3003,-00.3359,034.3011,-00.3321,  5, 0.5378,  30.7,2
3158,032.4660,+00.3079,032.4725,+00.3026,  5, 0.4447,  30.3,
3159,033.2892,-00.5177,033.2957,-00.5117,  6, 0.5048,  42.2,2
3160,033.7535,+01.1736,033.7576,+01.1746,  5, 0.3880,  27.3,1
3161,034.6520,+00.6381,034.6577,+00.6329,  6, 0.2432,  28.2,4
3162,034.2308,+00.5302,034.2279,+00.5309,  5, 0.2498,  11.4,1
3163,032.6412,-01.0160,032.6357,-01.0235,  8, 0.2604, 102.7,2
3164,032.2015,+00.5987,032.2061,+00.5981,  5, 0.3628,  25.5,
3165,033.2154,-00.4186,033.2166,-00.4191,  7, 0.2175,  36.4,2
3166,032.0473,+00.7992,032.0602,+00.8044,  5, 0.6671,  92.1,
3167,033.9438,+00.2794,033.9397,+00.2862,  5, 0.6958,  57.7,2
3168,032.8074,+01.0054,032.8052,+01.0032,  5, 0.3400,  15.5,2
3169,033.9439,-00.7082,033.9398,-00.7015,  7, 0.4930,  54.3,3
3170,033.4041,+00.1016,033.4024,+00.1024,  6, 0.3803,  26.7,2
3171,033.3883,+00.0208,033.3887,+00.0188,  5, 0.7100,  15.1,4
3172,033.4924,+00.0017,033.4820,-00.0061,  6, 0.5596, 116.6,2
3173,033.4289,-00.0711,033.4347,-00.0719,  6, 0.3871,  48.2,2
3174,032.8026,+01.0339,032.7989,+01.0360,  8, 0.4413,  51.2,2
3175,033.2403,+00.0580,033.2313,+00.0528,  6, 0.4735,  54.5,1
3176,033.5214,+00.1827,033.5194,+00.1809,  6, 0.4681,  24.3,2
3177,033.1007,-00.7201,033.0946,-00.7215,  6, 0.2832,  25.8,2
3178,031.9069,-00.8690,031.9116,-00.8693,  6, 0.3447,  22.5,4
3179,033.1105,+00.1828,033.1102,+00.1771, 12, 0.1976,  61.7,1
3180,031.9277,-01.2110,031.9182,-01.2217,  5, 0.1834,  55.5,4
3181,032.4188,+00.2699,032.4220,+00.2663,  5, 0.1860,  32.8,4
3182,034.1304,+01.2390,034.1292,+01.2319,  5, 0.4743,  31.7,2
3183,032.7410,+01.1714,032.7362,+01.1792, 39, 0.2830, 247.1,3
3184,033.9863,-00.7138,033.9622,-00.7126, 19, 0.3860, 239.2,2
3185,033.3982,-01.2459,033.3972,-01.2510,  5, 0.1891,  33.1,
3186,034.2125,-00.3964,034.2131,-00.4020,  5, 0.2470,  20.8,1
3187,032.2053,-01.1280,032.2095,-01.1251,  6, 0.1699,  43.4,4
3188,033.2090,+00.5332,033.2030,+00.5195, 17, 0.1779,  77.5,3
3189,034.4513,+01.1310,034.4349,+01.1049, 12, 0.3773, 113.9,
3190,032.7105,-00.3816,032.7260,-00.3925,  8, 0.3181, 103.6,3
3191,032.6618,-00.6281,032.6457,-00.6094, 33, 0.2589, 149.5,3
3192,032.5988,+00.6006,032.5775,+00.6107,  5, 0.6498,  74.7,3
3193,032.9552,+00.7308,032.9471,+00.7294,  5, 0.2290,  33.4,2
3194,033.2828,+00.4239,033.2816,+00.4207,  7, 0.1797,  25.8,2
3195,031.8726,-00.1573,031.8695,-00.1581,  8, 0.1800,  52.6,4
3196,032.6174,-01.0339,032.6081,-01.0340,  8, 0.1728,  47.5,2
3197,033.8937,+00.1653,033.8994,+00.1608,  7, 0.2310,  36.5,2
3198,037.2960,-01.1230,037.2920,-01.1240,  6, 0.2113,  45.5,4
3199,036.1033,+00.0222,036.1014,+00.0287,  6, 0.2581,  32.2,2
3200,035.1464,+00.4707,035.1374,+00.4676, 34, 0.2366, 185.2,2
3201,035.3762,+00.7225,035.3762,+00.7241,  5, 0.2686,  10.3,2
3202,034.4759,+00.0750,034.4843,+00.0725,  5, 0.3000,  79.7,4
3203,037.0352,-00.9102,037.0354,-00.9048,  5, 0.3631,  22.2,4
3204,036.3043,-01.0834,036.3091,-01.0861, 21, 0.1721,  72.0,3
3205,036.7200,+00.2739,036.7188,+00.2701,  5, 0.2667,  32.7,2
3206,034.9001,-00.8321,034.9052,-00.8278, 14, 0.3127,  67.0,4
3207,035.2372,-00.2440,035.2403,-00.2292,  8, 0.2654,  78.7,2
3208,034.8700,+00.2622,034.8746,+00.2539, 14, 0.2721, 112.9,4
3209,035.7993,+00.7551,035.7953,+00.7539,  5, 0.1530,  15.4,
3210,036.1391,+00.1275,036.1427,+00.1266,  5, 0.3703,  36.0,2
3211,035.2999,+00.5683,035.3004,+00.5668,  5, 0.3651,  20.9,3
3212,036.3847,-00.8985,036.3774,-00.8970,  5, 0.5022,  27.5,2
3213,036.8381,+00.1339,036.8392,+00.1310,  5, 0.5922,  36.7,2
3214,036.5040,+00.5946,036.5138,+00.5902,  5, 0.3456,  48.1,2
3215,036.4370,-00.1342,036.4188,-00.1263, 12, 0.3919,  78.4,2
3216,036.7235,+01.1175,036.7394,+01.1427,  5, 0.3201, 107.6,1
3217,035.2215,+00.2216,035.2300,+00.2222, 17, 0.2501, 103.8,2
3218,035.5680,-00.7479,035.5662,-00.7500,  5, 0.2720,  10.4,1
3219,035.1064,-00.5653,035.1093,-00.5648,  5, 0.3760,  22.6,2
3220,035.2790,+00.8185,035.2960,+00.8167,  7, 0.3410,  54.2,3
3221,034.5310,+00.3376,034.5313,+00.3416,  5, 0.2936,  18.8,4
3222,036.5922,-00.9004,036.5986,-00.8907,  5, 0.4430,  46.0,2
3223,036.0659,+00.5625,036.0607,+00.5631,  5, 0.1400,  64.3,1
3224,036.2558,+00.7375,036.2461,+00.7369, 10, 0.2427,  44.7,2
3225,036.4464,-00.3045,036.4659,-00.3300, 16, 0.3510, 116.7,3
3226,036.5564,+01.1863,036.5599,+01.1872,  6, 0.1258,  51.5,1
3227,035.0637,-00.6493,035.0595,-00.6429,  8, 0.5609,  65.7,
3228,035.2353,+00.5144,035.2465,+00.5107,  5, 0.3200,  43.0,1
3229,036.1298,-00.5558,036.1450,-00.5587,  5, 0.4490,  35.6,3
3230,036.8531,-00.4076,036.8534,-00.4020,  8, 0.3156,  32.5,4
3231,035.2172,-01.1379,035.2263,-01.1451,  7, 0.2702,  78.2,1
3232,037.1182,-00.8828,037.1096,-00.8841,  7, 0.3450,  47.0,4
3233,034.6735,-00.2627,034.6814,-00.2753,  5, 0.5020,  37.7,
3234,034.9476,+00.3596,034.9348,+00.3546, 18, 0.5071, 161.4,
3235,036.1741,+00.2925,036.1838,+00.2957,  5, 0.3403,  22.8,1
3236,037.2768,+00.7563,037.2702,+00.7555,  6, 0.3469,  42.8,
3237,036.2248,-00.9120,036.2229,-00.9077,  6, 0.3584,  23.7,2
3238,034.8367,+01.2444,034.8633,+01.2393,  8, 0.3545, 137.3,
3239,035.9766,+01.0527,035.9678,+01.0542,  5, 0.2430,  33.1,2
3240,036.3955,-01.1176,036.3955,-01.1121,  5, 0.4499,  22.1,2
3241,036.2315,+00.2326,036.2313,+00.2331,  5, 0.3659,  21.5,2
3242,035.4059,-00.2197,035.3947,-00.2160, 12, 0.5805, 117.2,2
3243,035.6617,-00.3701,035.6622,-00.3693,  5, 0.5460,  33.3,3
3244,034.9133,+00.7556,034.9165,+00.7625,  5, 0.3435,  45.5,
3245,034.9266,-00.1967,034.9297,-00.1968,  5, 0.5270,  28.3,
3246,037.1943,-01.0487,037.2055,-01.0515,  5, 0.3540,  42.0,
3247,036.3796,+00.7120,036.3553,+00.7093, 22, 0.3600, 136.7,3
3248,037.1357,+00.9548,037.1394,+00.9502,  5, 0.3178,  20.4,
3249,037.2731,-00.6179,037.2685,-00.6185,  6, 0.2806,  33.5,4
3250,036.8710,+00.6470,036.9015,+00.6434, 13, 0.3429, 108.4,
3251,034.6564,-01.0641,034.6524,-01.0647,  5, 0.1992,  14.6,4
3252,036.3377,+00.0154,036.3406,+00.0215, 11, 0.3650,  62.5,2
3253,036.8542,+00.3816,036.8471,+00.3798,  7, 0.2591,  27.1,4
3254,035.9053,+00.3405,035.9124,+00.3431,  5, 0.5900,  52.1,2
3255,035.2027,+00.8707,035.2030,+00.8722,  5, 0.3112,   9.4,2
3256,036.6851,-01.1279,036.6852,-01.1314,  8, 0.2949,  22.1,2
3257,036.4034,-00.9451,036.4258,-00.9449,  6, 0.5052,  33.9,3
3258,034.5700,-00.6996,034.5639,-00.6929, 14, 0.5690,  73.4,4
3259,035.1762,-01.0732,035.2289,-01.0623, 16, 0.3562, 195.1,2
3260,035.2422,-00.6719,035.2421,-00.6729,  6, 0.2226,  16.8,
3261,035.3001,+00.5625,035.3006,+00.5593,  5, 0.1694,  43.2,2
3262,037.0337,-00.3984,037.0342,-00.3896,  5, 0.6095,  56.3,2
3263,036.2070,-01.1162,036.2136,-01.1182,  9, 0.4231,  51.7,2
3264,034.6604,+00.7450,034.6654,+00.7378,  5, 0.2070,  27.6,4
3265,034.8973,-00.7960,034.8996,-00.7381, 55, 0.3490, 271.6,
3266,036.5926,+00.2768,036.5932,+00.2807, 12, 0.4925,  41.2,3
3267,036.3152,+00.5729,036.3183,+00.5655,  8, 0.3656,  42.8,2
3268,035.1970,+00.7406,035.2087,+00.7365,  7, 0.2140,  44.5,2
3269,034.7000,+00.1425,034.7283,+00.1283,  7, 0.1890,  59.2,4
3270,036.3215,+00.1944,036.3198,+00.1917, 11, 0.3294,  48.2,2
3271,036.0244,-01.1575,036.0343,-01.1571,  9, 0.2800,  55.2,2
3272,035.7952,+00.3131,035.7976,+00.3260,  5, 0.3612,  52.2,1
3273,036.7146,-00.4469,036.7051,-00.4517,  6, 0.3372,  38.5,2
3274,035.7925,-00.9571,035.7919,-00.9525,  9, 0.5931,  61.4,2
3275,036.6105,+01.0059,036.6055,+00.9771, 41, 0.3540, 206.4,3
3276,036.6283,-00.3739,036.6199,-00.3714,  5, 0.2857,  29.1,
3277,036.1415,+00.6816,036.1487,+00.6928,  5, 0.5480,  54.8,1
3278,036.0523,-00.2353,036.0530,-00.2339,  6, 0.3469,  50.5,2
3279,036.7747,-00.4968,036.7731,-00.4779,  8, 0.5052,  95.8,2
3280,036.4188,-00.4617,036.4118,-00.4590,  5, 0.1820,  28.8,2
3281,035.9217,+01.0845,035.9272,+01.0836,  5, 0.2750,  20.0,2
3282,035.6618,+00.0456,035.6628,+00.0337,  6, 0.3754,  46.6,2
3283,034.8951,-00.9828,034.9051,-00.9888,  5, 0.3196,  40.2,
3284,035.5862,+00.0131,035.5875,+00.0191,  5, 0.2538,  53.0,1
3285,035.8871,+01.1189,035.8939,+01.1099, 14, 0.3128,  53.9,3
3286,035.0216,+00.0071,035.0128,-00.0052, 11, 0.5174,  89.2,
3287,036.7628,+00.1280,036.7586,+00.1256,  5, 0.3057,  23.4,1
3288,035.6645,+00.1488,035.6445,+00.1427,  5, 0.3259, 102.4,1
3289,036.7199,+00.2798,036.7248,+00.2758,  7, 0.2910,  19.4,2
3290,036.3668,+00.2486,036.3662,+00.2495,  8, 0.3134,  15.1,2
3291,035.1439,+00.0985,035.1399,+00.1027,  7, 0.2837,  26.2,1
3292,034.5234,+00.6964,034.5173,+00.6812,  7, 0.2768,  59.5,4
3293,037.5416,-00.6097,037.5387,-00.6143,  5, 0.3222,  19.9,4
3294,039.2331,-00.4083,039.2366,-00.4119,  5, 0.3060,  18.0,2
3295,037.7038,-00.5388,037.7117,-00.5309,  6, 0.2286,  40.4,2
3296,037.7293,-00.4546,037.7309,-00.4559,  5, 0.2294,  20.4,2
3297,037.2343,+00.6602,037.2323,+00.6529,  5, 0.2440,  40.8,4
3298,037.2050,-00.8210,037.2114,-00.8129,  5, 0.3986,  19.4,4
3299,038.8651,-00.7714,038.8593,-00.7645,  6, 0.2064,  33.1,2
3300,039.0880,+00.8025,039.0904,+00.7980,  6, 0.4375,  35.2,3
3301,037.7747,-00.1787,037.7728,-00.1887,  5, 0.0718,  41.7,2
3302,036.9001,-00.8793,036.9033,-00.8807, 41, 0.3397, 112.2,4
3303,039.0893,-00.8580,039.0750,-00.8434,  8, 0.2667,  76.2,1
3304,039.6214,-01.1524,039.6114,-01.1448,  7, 0.2090,  97.3,4
3305,038.6604,-00.5938,038.6543,-00.5932,  6, 0.3631,  30.1,1
3306,040.0708,-00.9870,040.0667,-00.9894,  5, 0.3276,  17.8,4
3307,037.9793,-00.0060,037.9836,-00.0095, 10, 0.1690,  78.6,2
3308,037.8989,+00.3218,037.9001,+00.3311, 13, 0.2647, 101.5,3
3309,037.4140,+01.1463,037.4174,+01.1463,  7, 0.2357,  87.3,4
3310,037.7618,-00.8800,037.7724,-00.8709,  6, 0.3158,  56.5,2
3311,038.5537,+00.1027,038.5645,+00.0883,  6, 0.2750,  67.2,1
3312,037.7389,-00.7809,037.7418,-00.7834,  5, 0.2214,  27.8,
3313,037.4531,-00.4498,037.4520,-00.4483,  8, 0.3306,  37.7,4
3314,038.9309,-00.6020,038.9244,-00.6147, 10, 0.2523, 140.4,2
3315,039.2572,+00.3577,039.2581,+00.3627,  7, 0.1640,  47.4,2
3316,039.5907,+00.2911,039.5879,+00.2825, 27, 0.2173, 163.3,4
3317,039.3194,+00.4318,039.3240,+00.4369,  5, 0.3892,  26.8,2
3318,038.6633,-00.2713,038.6557,-00.2391, 16, 0.2226, 129.5,2
3319,038.6004,+00.3131,038.6024,+00.3124,  8, 0.3730,  32.2,2
3320,039.0710,-01.0120,039.0365,-01.0066, 65, 0.2240, 323.0,3
3321,037.7167,-00.3685,037.7172,-00.3675,  5, 0.4070,  12.2,2
3322,038.4850,+00.0852,038.4721,+00.0778, 27, 0.1791, 142.9,3
3323,037.3866,-00.5420,037.3903,-00.5438, 28, 0.3368,  95.5,4
3324,038.2192,+00.7190,038.2172,+00.7203,  6, 0.2612,  37.6,2
3325,039.1522,-00.9516,039.1448,-00.9587,  5, 0.2360,  37.4,2
3326,039.0878,-00.6014,039.0843,-00.5906, 13, 0.2269, 122.2,2
3327,037.7400,+00.7344,037.7437,+00.7372,  7, 0.4996,  21.1,3
3328,039.3138,-01.1078,039.3380,-01.0913,  7, 0.3259, 107.5,2
3329,038.7711,-00.3999,038.7838,-00.4045, 19, 0.2367,  85.7,2
3330,039.0208,-00.3156,039.0212,-00.3144,  5, 0.5290,  20.4,3
3331,038.6298,-00.2912,038.6017,-00.2681, 34, 0.2211, 235.1,3
3332,038.4844,-01.0657,038.4919,-01.0679,  6, 0.2915,  45.0,2
3333,037.6224,-00.3718,037.6211,-00.3785,  5, 0.1955,  27.1,2
3334,037.2866,-01.0143,037.2844,-01.0125,  5, 0.1948,  52.7,4
3335,038.9968,-00.4236,038.9931,-00.4264,  6, 0.3616,  13.8,2
3336,037.6015,-00.9316,037.5996,-00.9261,  5, 0.2175,  63.2,4
3337,039.3532,-00.1004,039.3589,-00.0919,  6, 0.5562,  75.3,2
3338,039.0241,-00.9986,039.0208,-00.9944,  5, 0.2190,  16.6,2
3339,038.2156,-00.9235,038.2170,-00.9266,  5, 0.5577,  12.3,2
3340,038.5714,-01.1175,038.5708,-01.1136,  5, 0.3285,  28.3,2
3341,037.6869,-01.1014,037.6930,-01.0997, 10, 0.2638,  63.5,1
3342,039.0595,-00.3517,039.0603,-00.3475,  8, 0.4772,  31.8,2
3343,039.2561,+00.8184,039.2599,+00.8259, 12, 0.2418,  74.8,2
3344,037.7532,-00.5125,037.7629,-00.5243, 10, 0.3112,  95.9,3
3345,038.6425,-01.1125,038.6504,-01.1075,  7, 0.4896,  77.9,2
3346,038.0330,-00.7519,038.0329,-00.7554,  5, 0.3470,  34.1,2
3347,037.3275,+01.1853,037.3383,+01.1653,  6, 0.2254,  81.8,4
3348,037.9688,-00.4996,037.9630,-00.4978, 13, 0.2693,  64.4,2
3349,037.8994,-01.2493,037.8978,-01.2522,  5, 0.2096,  18.5,
3350,038.8412,+00.7177,038.8437,+00.7195,  6, 0.2060,  36.3,1
3351,039.1201,+00.2389,039.1440,+00.2421, 11, 0.2580,  79.9,2
3352,038.2565,+00.4667,038.2561,+00.4610,  5, 0.3516,  25.7,1
3353,039.2126,-01.1449,039.2133,-01.1436,  5, 0.2290,  26.4,1
3354,038.9984,-00.8036,038.9972,-00.8245,  5, 0.2230,  58.6,2
3355,038.9931,-00.5212,038.9897,-00.5274,  6, 0.3245,  28.5,2
3356,039.7122,-00.4789,039.7045,-00.4731,  5, 0.5900,  34.9,
3357,037.6196,+01.1395,037.6169,+01.1472, 27, 0.2416, 161.4,3
3358,037.8411,-00.0054,037.8356,-00.0107,  5, 0.3274,  22.0,2
3359,038.2829,-01.0560,038.2852,-01.0571,  7, 0.3789,  32.5,2
3360,037.4628,-00.4781,037.4698,-00.4741,  5, 0.3892, 102.1,
3361,036.9598,-00.7644,036.9630,-00.7658,  5, 0.2657,  30.1,4
3362,038.3737,+00.2993,038.3685,+00.3039, 24, 0.3705,  98.1,3
3363,037.3978,+00.2502,037.3944,+00.2505, 19, 0.3620, 150.5,
3364,037.2570,+00.4126,037.2588,+00.4076, 14, 0.3690,  82.7,
3365,038.0013,+01.2211,038.0062,+01.2157,  8, 0.2645,  33.5,1
3366,039.8067,-00.8434,039.8143,-00.8233,  8, 0.5200,  91.0,
3367,038.7619,+00.4401,038.7655,+00.4378,  5, 0.2700,  15.6,2
3368,038.2494,+00.9264,038.2546,+00.9244,  5, 0.1849,  24.1,
3369,039.0906,-00.7249,039.0813,-00.7182, 10, 0.3498,  48.0,2
3370,037.5455,-01.0025,037.5453,-01.0046,  5, 0.3130,  88.1,
3371,036.9688,+01.0815,036.9801,+01.0803, 11, 0.1215,  43.6,4
3372,037.4323,-00.8665,037.4326,-00.8672,  7, 0.3506,  57.5,
3373,036.9461,+01.0085,036.9367,+00.9889, 10, 0.3643,  79.6,
3374,037.3644,+00.6890,037.3573,+00.6893,  6, 0.2373,  23.9,4
3375,037.1146,+00.5297,037.1077,+00.5341, 20, 0.3689,  68.8,4
3376,039.4360,-00.6771,039.4386,-00.6820,  6, 0.3293,  20.2,4
3377,041.6722,-00.8243,041.6624,-00.8247, 15, 0.3510,  50.4,3
3378,042.3289,-00.3711,042.3416,-00.3711,  6, 0.1310,  46.8,4
3379,042.1504,-00.7567,042.1504,-00.7503,  5, 0.2749,  23.0,4
3380,040.6821,-01.1088,040.6816,-01.1085,  5, 0.3215,  13.1,2
3381,040.7307,-01.0891,040.7261,-01.0895,  7, 0.1994,  16.1,2
3382,041.3001,+00.9011,041.2963,+00.9029,  8, 0.2351,  34.3,2
3383,039.9260,-00.8050,039.9280,-00.8020,  5, 0.3642,  55.8,
3384,039.7308,-01.1122,039.7323,-01.1104,  9, 0.3166,  32.7,4
3385,040.0926,-01.2020,040.0925,-01.1998,  5, 0.2136,  21.4,4
3386,040.7654,-00.2648,040.7705,-00.2629,  5, 0.3620,  42.3,2
3387,041.2618,-00.0835,041.2669,-00.0853, 13, 0.3440, 100.7,2
3388,040.0505,+00.7229,040.0515,+00.7218, 10, 0.3558,  39.2,4
3389,040.3172,-00.8095,040.3126,-00.8124,  5, 0.3447,  24.4,2
3390,040.1096,+01.0936,040.1087,+01.0949,  6, 0.4716,  32.9,4
3391,041.5748,-00.6389,041.5768,-00.6366,  5, 0.1932,  43.1,2
3392,041.0162,-00.7809,041.0223,-00.7790, 10, 0.3259,  27.6,3
3393,040.3639,-00.2088,040.3579,-00.2271, 26, 0.3467, 159.8,2
3394,041.7764,+00.0824,041.7760,+00.0870,  5, 0.1630,  28.5,1
3395,040.2307,-00.9337,040.2132,-00.9324, 58, 0.2060, 285.7,3
3396,041.9542,-00.5023,041.9595,-00.4782, 87, 0.3265, 164.3,4
3397,040.9283,-00.4530,040.9231,-00.4516,  6, 0.2836,  24.2,2
3398,039.9254,-00.9440,039.9231,-00.9429,  6, 0.2806,  25.3,4
3399,040.9589,-00.2398,040.9340,-00.2364, 35, 0.3264, 216.1,3
3400,039.7437,+00.4845,039.7409,+00.4870,  7, 0.1907,  27.9,4
3401,040.7806,+01.1549,040.7799,+01.1498,  5, 0.5630,  18.7,2
3402,040.8415,-00.9921,040.8454,-00.9950,  5, 0.1800,  22.9,2
3403,040.8089,-01.0302,040.8014,-01.0200, 38, 0.2050,  97.3,4
3404,040.6204,-00.9643,040.6227,-00.9623,  5, 0.2754,  21.3,1
3405,040.4744,-00.1111,040.4700,-00.1432,  9, 0.3410,  79.3,2
3406,040.1049,-01.2501,040.1095,-01.2467,  5, 0.4793,  20.7,4
3407,040.9252,-00.2997,040.9125,-00.3096,  8, 0.2112,  76.6,
3408,041.1790,+00.7009,041.1807,+00.7013,  6, 0.4008,  34.4,2
3409,041.2633,-00.8122,041.2659,-00.8083,  8, 0.1847,  52.6,2
3410,042.0315,-00.8164,042.0212,-00.8122,  8, 0.2722,  80.9,4
3411,039.7772,-00.8854,039.7803,-00.8885,  5, 0.5650,  20.0,4
3412,041.0514,-00.1331,041.0424,-00.1320,  6, 0.3644,  34.8,2
3413,040.2050,+00.2390,040.2026,+00.2376,  9, 0.3817,  42.1,2
3414,040.4628,+00.0049,040.4300,-00.0259, 36, 0.3514, 358.3,2
3415,042.1615,+00.7457,042.1615,+00.7406, 19, 0.2300,  83.0,4
3416,039.5522,+00.1234,039.5529,+00.1183,  6, 0.2685,  18.1,4
3417,041.0779,-00.7181,041.0727,-00.7251,  6, 0.3541,  63.5,2
3418,041.2953,-00.3575,041.2944,-00.3593,  5, 0.3590,  32.9,1
3419,040.7661,-01.0442,040.7665,-01.0479,  5, 0.1440,  13.5,2
3420,040.9460,-00.7394,040.9649,-00.7276,  5, 0.3890,  72.1,2
3421,041.5242,-00.8709,041.5030,-00.8726,  6, 0.2550, 105.7,2
3422,039.9207,+00.4946,039.9161,+00.4987,  8, 0.2154,  37.5,4
3423,042.3197,-00.4934,042.3115,-00.4852,  7, 0.3680,  36.7,4
3424,039.4603,+01.1412,039.4551,+01.1387,  8, 0.3620,  42.5,4
3425,041.7499,+01.1945,041.7471,+01.1990,  5, 0.2020,  31.6,1
3426,039.9860,-00.7104,039.9776,-00.7118, 11, 0.2910,  71.4,
3427,040.2982,-00.9705,040.3034,-00.9647,  9, 0.2240,  73.4,2
3428,040.5463,+00.0328,040.5534,+00.0432, 10, 0.2930,  44.2,2
3429,040.3499,-00.3166,040.3144,-00.3114, 19, 0.5960, 225.5,2
3430,041.5393,-00.6689,041.5313,-00.6701, 16, 0.3433, 118.4,3
3431,040.2102,-01.2313,040.2108,-01.2318,  5, 0.3892,  29.0,1
3432,041.1421,+00.8955,041.1470,+00.8915,  6, 0.3574,  22.9,2
