 Cluster,RAJ2000,DEJ2000,RA1deg,DE1deg,Ngal,z,r80,R
   1,310.2457,+01.0069,310.2508,+01.0129,  6, 0.3989,  36.2,3
   2,309.6124,-00.7411,309.6138,-00.7411,  5, 0.4430,  32.4,2
   3,309.2410,+00.2318,309.2548,+00.2275, 13, 0.3531, 121.4,2
   4,309.4992,+00.3656,309.5018,+00.3496,  7, 0.3733, 112.3,2
   5,310.1182,+00.3762,310.1332,+00.3744, 10, 0.3422, 129.9,2
   6,309.5974,+00.3510,309.6000,+00.3556,  6, 0.3363,  19.0,2
   7,310.3185,-00.1015,310.3113,-00.0994, 20, 0.4745,  46.5,3
   8,311.1152,+00.5531,311.1149,+00.5416,  7, 0.1809,  41.5,4
   9,309.4023,+01.0265,309.3985,+01.0234,  6, 0.1954,  59.5,2
  10,309.4037,+00.5948,309.4014,+00.6037,  9, 0.2616,  35.9,2
  11,310.4287,-00.5422,310.4139,-00.5347,  5, 0.5210,  67.1,2
  12,309.7308,+00.5310,309.7372,+00.5366,  9, 0.1967,  45.9,1
  13,309.3316,+00.9037,309.3322,+00.9000, 11, 0.3978,  89.0,2
  14,310.0924,-00.4165,310.0904,-00.4165,  9, 0.4379,  99.8,2
  15,310.0570,+00.4866,310.0731,+00.5029, 13, 0.4645, 102.8,2
  16,310.3366,-00.9560,310.3380,-00.9594,  8, 0.2445,  35.3,2
  17,310.9431,-00.9594,310.9415,-00.9539,  8, 0.2441,  39.8,4
  18,311.0473,-01.0513,311.0303,-01.0450,  5, 0.4150,  66.2,0
  19,309.4701,-00.3064,309.4710,-00.3061,  5, 0.2694,  19.4,2
  20,309.8219,+00.7452,309.8249,+00.7415, 10, 0.2171,  56.6,2
  21,310.8875,+00.4007,310.8807,+00.3989,  6, 0.3015,  30.5,2
  22,311.0229,-01.0613,311.0161,-01.0672, 10, 0.3363,  52.8,4
  23,310.7159,+00.5211,310.7238,+00.5228,  5, 0.1721,  26.9,1
  24,309.7127,+00.9039,309.7188,+00.9006,  5, 0.3517,  31.8,0
  25,309.6757,-00.8231,309.6885,-00.8219,  5, 0.3962,  59.9,2
  26,309.6970,-01.2101,309.6975,-01.2055,  8, 0.2333,  95.8,2
  27,309.1854,-00.0151,309.1858,-00.0131,  5, 0.4620,  17.0,4
  28,311.2868,-00.7115,311.2834,-00.7123,  5, 0.2157,  26.0,0
  29,309.9641,+00.7068,309.9665,+00.7072,  5, 0.3391,  35.3,2
  30,310.3294,-01.2304,310.3304,-01.2281,  5, 0.3023,  25.6,2
  31,309.4952,-00.5167,309.5039,-00.5174,  8, 0.2677,  40.9,2
  32,311.2386,-00.7775,311.2473,-00.7831,  6, 0.2360,  43.3,4
  33,310.3006,+00.7848,310.3030,+00.7883,  5, 0.1789,  18.8,2
  34,309.3442,+01.0141,309.3402,+01.0183,  5, 0.1794,  32.5,1
  35,309.9511,-00.6807,309.9539,-00.6810,  5, 0.4490,  38.8,2
  36,310.1799,+01.0569,310.1866,+01.0626, 12, 0.3003,  59.9,2
  37,309.6691,+01.1857,309.6744,+01.1891,  6, 0.3435,  22.9,2
  38,309.5004,+00.9247,309.5100,+00.9071, 11, 0.3634, 164.3,1
  39,310.2195,-00.5628,310.2261,-00.5646,  5, 0.2493,  38.6,1
  40,309.8166,-00.3861,309.8134,-00.3865,  6, 0.3361,  15.6,2
  41,310.0002,+00.5631,309.9964,+00.5570,  6, 0.5093,  50.4,2
  42,310.5236,-00.9120,310.5230,-00.9158,  5, 0.3718,  11.5,2
  43,310.9844,-00.9398,310.9921,-00.9428, 11, 0.3018,  44.8,4
  44,310.9568,+00.3891,310.9488,+00.3860,  6, 0.2741,  50.8,4
  45,310.9271,+00.9709,310.9222,+00.9696,  6, 0.2570,  61.9,0
  46,310.9763,-00.5364,310.9452,-00.5158,  5, 0.4430, 136.6,0
  47,310.0640,-00.0133,310.0652,-00.0156, 16, 0.4108,  63.2,2
  48,309.3762,+00.0055,309.3606,-00.0385,  6, 0.3720, 164.8,1
  49,309.9626,-00.1050,309.9577,-00.0929,  7, 0.4119,  84.2,2
  50,309.9931,+00.5057,309.9892,+00.5105,  6, 0.1599,  23.9,2
  51,310.3291,-00.8899,310.3489,-00.8528, 14, 0.3580, 222.2,2
  52,309.9744,+00.6056,309.9807,+00.6128,  6, 0.4904,  42.4,2
  53,310.8163,-00.9522,310.8158,-00.9735, 13, 0.3074, 143.8,2
  54,311.0510,+00.6663,311.0593,+00.6659, 11, 0.3060, 132.9,0
  55,309.3402,-00.6596,309.3417,-00.6509,  5, 0.2010,  56.2,2
  56,311.1622,+00.5585,311.1547,+00.5558,  7, 0.1721,  40.7,4
  57,309.1857,-00.0138,309.1864,-00.0123,  8, 0.4530,  21.3,4
  58,309.6896,+00.7706,309.7076,+00.7745,  6, 0.4290,  70.3,2
  59,309.8738,-00.8911,309.8686,-00.8925,  5, 0.2266,  34.2,0
  60,310.0281,-00.2673,310.0278,-00.2716,  5, 0.2193,  15.2,2
  61,310.5157,-00.9432,310.5122,-00.9375, 13, 0.3268,  54.2,3
  62,310.8398,+00.4561,310.8395,+00.4522,  5, 0.5850,  45.2,3
  63,309.3426,+00.1814,309.3302,+00.1505,  8, 0.4291, 149.4,2
  64,311.1652,-00.4012,311.1663,-00.3994,  5, 0.4980,   9.6,0
  65,309.7398,+00.0165,309.7447,+00.0014, 10, 0.2580,  91.7,2
  66,309.6981,+00.6589,309.7004,+00.6583,  8, 0.4435,  27.6,2
  67,311.1663,+01.0642,311.1730,+01.0637, 13, 0.3030, 126.2,0
  68,313.0648,+00.3266,313.0434,+00.3099, 12, 0.1468,  86.0,2
  69,312.1867,+00.6019,312.1877,+00.6058,  5, 0.4430,  14.6,2
  70,313.3813,+01.0109,313.3848,+01.0168, 17, 0.2063, 111.7,3
  71,312.6248,-00.9270,312.6240,-00.9280,  5, 0.5631,   8.5,2
  72,312.9925,-01.0575,312.9954,-01.0652, 30, 0.1955, 148.3,3
  73,312.6383,-00.9121,312.6431,-00.9132,  5, 0.3484,  22.5,2
  74,311.6970,-00.4185,311.6662,-00.3981, 13, 0.3078, 267.4,2
  75,313.0874,+00.0206,313.0941,+00.0198,  7, 0.2106,  44.6,1
  76,313.0486,+00.1728,313.0518,+00.1748, 21, 0.2400,  92.8,3
  77,312.1259,-01.1361,312.1211,-01.1323,  6, 0.1711,  27.2,1
  78,313.2887,+01.2370,313.2666,+01.2330, 11, 0.2147,  81.8,1
  79,313.4332,-00.1231,313.4346,-00.1181, 10, 0.2575,  50.7,4
  80,312.9922,+00.3796,313.0000,+00.3873, 14, 0.1486,  58.7,3
  81,311.5448,-00.5679,311.5373,-00.5713,  7, 0.3447,  32.6,4
  82,313.1008,+00.2165,313.1000,+00.2200, 20, 0.2118,  88.6,3
  83,312.8747,+00.2849,312.8693,+00.2902,  5, 0.2040,  41.0,1
  84,311.2027,-00.9822,311.2028,-00.9879,  5, 0.2970,  27.7,4
  85,312.1874,+00.5927,312.1833,+00.5986,  5, 0.4506,  50.4,3
  86,313.5061,-00.2200,313.5086,-00.2209, 11, 0.1620,  46.5,4
  87,313.8587,+01.0877,313.8469,+01.1021, 47, 0.3662, 145.2,4
  88,312.7079,-01.0377,312.7078,-01.0437,  6, 0.1491,  47.4,2
  89,311.9217,+00.9891,311.9237,+00.9839,  5, 0.3940,  47.9,1
  90,312.7031,+01.0743,312.7050,+01.0766,  8, 0.3755,  53.1,1
  91,313.2514,+00.5383,313.2475,+00.5346,  5, 0.3081,  23.5,1
  92,311.9525,-00.0355,311.9469,-00.0331,  5, 0.2840,  18.0,2
  93,311.9707,-00.4864,311.9734,-00.5152, 28, 0.3510, 209.6,2
  94,311.6789,+00.0883,311.6754,+00.0855,  6, 0.2476,  44.0,2
  95,312.0915,-00.7911,312.0854,-00.7862,  6, 0.2142,  38.6,2
  96,312.1687,-00.9943,312.1695,-01.0045,  5, 0.4490,  29.5,2
  97,312.7925,+00.9449,312.7962,+00.9462, 25, 0.3333,  77.2,3
  98,313.0804,+00.0170,313.0776,+00.0185,  6, 0.4656,  39.1,3
  99,311.8949,-00.4894,311.8822,-00.4903,  7, 0.2126,  81.2,1
 100,312.6002,-00.7755,312.6101,-00.7732,  7, 0.3997,  38.7,2
 101,312.9988,+01.0533,312.9949,+01.0563,  5, 0.1148,  18.1,1
 102,313.2423,+00.5310,313.2458,+00.5320,  5, 0.2060,  36.0,1
 103,313.3821,+00.9820,313.3762,+00.9744,  7, 0.2646,  57.5,2
 104,311.0385,-00.8986,311.0694,-00.8851, 59, 0.3209, 288.7,2
 105,311.4025,+00.0129,311.4003,+00.0015,  6, 0.6984,  35.9,1
 106,312.9256,-00.0613,312.9242,-00.0667,  7, 0.1093,  46.4,2
 107,312.2174,-00.3935,312.2018,-00.3649, 29, 0.2671, 166.3,2
 108,312.0424,+00.4369,312.0365,+00.4415,  5, 0.3350,  41.0,2
 109,310.9133,+00.9228,310.9132,+00.9248,  5, 0.5510,  12.4,3
 110,313.5647,-00.9264,313.5675,-00.9303,  8, 0.1937,  43.2,4
 111,312.3302,-01.0512,312.3339,-01.0497,  8, 0.3876,  43.8,1
 112,311.9875,-00.0675,311.9682,-00.0529,  5, 0.2338,  88.4,2
 113,311.9747,-00.2751,311.9688,-00.2735,  6, 0.2921,  37.3,2
 114,313.3243,+00.6457,313.3286,+00.6461,  5, 0.1930,  21.2,2
 115,312.5700,-01.2382,312.5701,-01.2444, 13, 0.2564,  57.1,2
 116,311.1622,-00.8148,311.1909,-00.8086,  9, 0.3059, 111.8,0
 117,312.2953,-00.7148,312.3012,-00.7172,  5, 0.3057,  35.7,1
 118,312.4304,-01.1420,312.4325,-01.1486,  5, 0.1710,  25.2,2
 119,312.2190,+00.6260,312.2082,+00.6170,  8, 0.2645,  65.0,2
 120,313.1320,+00.5868,313.1313,+00.5837,  5, 0.1920,  18.0,1
 121,311.9838,-00.6638,311.9854,-00.6569,  5, 0.3624,  33.0,2
 122,311.5295,+00.6797,311.5278,+00.6822,  5, 0.2500,  23.5,4
 123,312.9325,-00.8560,312.9274,-00.8632,  9, 0.2208,  86.6,3
 124,311.6361,+00.2327,311.6370,+00.2328,  5, 0.2656,  21.5,4
 125,311.9357,+00.6236,311.9378,+00.6284,  6, 0.5579,  47.9,3
 126,312.9420,-00.3302,312.9351,-00.3313,  6, 0.6021,  54.2,2
 127,313.2710,+00.8203,313.2557,+00.8251,  6, 0.3333,  72.7,2
 128,312.6930,-01.2174,312.7015,-01.2166, 28, 0.2077, 134.0,3
 129,313.6595,+00.9666,313.6488,+00.9637,  5, 0.3580,  40.2,4
 130,311.3008,-00.9187,311.3013,-00.9098,  6, 0.3292,  46.5,4
 131,314.1002,-00.4334,314.0966,-00.4284, 13, 0.3010,  50.2,4
 132,315.7244,+00.8248,315.7275,+00.8285,  7, 0.1670,  41.7,2
 133,315.2486,+00.0718,315.2598,+00.0681, 13, 0.3510,  50.3,3
 134,316.0722,+00.5039,316.0698,+00.5079,  5, 0.5557,  39.4,0
 135,313.9120,-00.6848,313.9138,-00.6809,  6, 0.4468,  57.3,0
 136,314.6390,-00.8767,314.6329,-00.8819,  7, 0.4430,  67.7,2
 137,313.5523,-00.0667,313.5514,-00.0717,  5, 0.2087,  21.6,4
 138,314.4390,-00.0594,314.4386,-00.0532,  5, 0.4115,  14.8,2
 139,315.9303,+01.1442,315.9353,+01.1380,  5, 0.4097,  28.9,3
 140,314.8878,+00.9788,314.8965,+00.9750,  7, 0.2195,  69.3,2
 141,314.3806,+00.2891,314.3814,+00.2887,  7, 0.2844,  33.8,3
 142,314.6514,+00.2054,314.6483,+00.2070,  5, 0.5682,  17.7,3
 143,314.3603,+00.3186,314.3392,+00.3266, 42, 0.3282, 147.2,4
 144,314.5613,+00.4885,314.5574,+00.4819, 13, 0.2040,  64.4,2
 145,313.9076,+00.2132,313.9045,+00.2126,  5, 0.3965,  15.4,0
 146,315.3244,+00.3416,315.3282,+00.3314,  6, 0.3011,  36.8,1
 147,315.3266,+00.0978,315.3285,+00.1025,  5, 0.5259,  47.0,2
 148,315.7357,-00.9724,315.7194,-00.9673, 13, 0.1551,  75.1,2
 149,315.7095,+00.8767,315.7258,+00.8868, 36, 0.2486, 112.0,4
 150,314.4517,-00.4431,314.4531,-00.4405,  6, 0.4045,  43.6,1
 151,315.1908,+00.5064,315.1949,+00.4962, 10, 0.3477,  64.5,2
 152,316.3225,+01.2095,316.3215,+01.2067,  5, 0.3706,  17.8,4
 153,314.9031,-00.2807,314.9085,-00.2743,  5, 0.5000,  30.3,2
 154,313.8693,-00.6845,313.8757,-00.6901,  9, 0.4430,  93.1,0
 155,314.2236,+00.5669,314.2217,+00.5667,  8, 0.5196,  64.7,2
 156,314.2585,-01.0451,314.2573,-01.0336,  8, 0.3695,  56.3,2
 157,315.5667,-00.5005,315.5685,-00.4983,  6, 0.2588,  22.2,1
 158,316.3726,-00.7343,316.3726,-00.7242,  5, 0.3510,  30.4,4
 159,314.5679,-01.1527,314.5691,-01.1481,  5, 0.2890,  28.4,2
 160,314.0940,-00.5152,314.0920,-00.4996, 10, 0.2757,  93.9,4
 161,315.8333,+00.2961,315.8320,+00.2934,  5, 0.2550,  17.0,2
 162,315.7819,+00.8822,315.7826,+00.8878, 29, 0.1328, 166.7,4
 163,314.6095,-00.7481,314.6178,-00.7422,  7, 0.2976, 126.6,2
 164,314.5169,-00.3104,314.5169,-00.3118, 19, 0.3040, 122.5,3
 165,314.8141,-00.0156,314.8141,-00.0146,  5, 0.4707,  17.8,2
 166,315.0403,-00.5431,315.0378,-00.5468,  7, 0.2117,  42.2,1
 167,315.9379,+00.1542,315.9338,+00.1523,  7, 0.3855,  99.3,2
 168,314.0836,-00.6684,314.0845,-00.6709,  5, 0.4716,  12.8,4
 169,314.0097,-01.1786,314.0132,-01.1766, 10, 0.2637,  31.4,4
 170,314.5342,-00.2039,314.5350,-00.2009,  5, 0.3459,  38.7,2
 171,314.6036,-00.5277,314.6078,-00.5280, 13, 0.4877, 113.7,2
 172,315.9765,-00.1555,315.9675,-00.1541,  9, 0.2470, 140.3,0
 173,314.3449,-00.0799,314.3690,-00.1030,  9, 0.3736, 144.0,2
 174,315.6047,+00.2662,315.6097,+00.2541,  6, 0.2791,  48.9,1
 175,314.8589,+00.0979,314.8563,+00.1006,  9, 0.3510,  50.8,2
 176,313.7789,+00.6858,313.7824,+00.6868,  6, 0.2379,  18.6,4
 177,315.6285,+00.8818,315.6269,+00.8814,  7, 0.1291,  40.4,2
 178,315.6809,-01.2349,315.6893,-01.2282,  5, 0.4780,  38.8,2
 179,315.0801,+01.2286,315.0962,+01.2238, 11, 0.1660,  60.9,0
 180,314.8728,-00.4812,314.8749,-00.4808,  5, 0.4430,  10.8,2
 181,315.0503,-00.9852,315.0555,-00.9926,  8, 0.3750,  40.6,2
 182,314.0755,-01.0705,314.0891,-01.0695,  6, 0.3840,  56.9,0
 183,314.9807,-01.0244,314.9830,-01.0297,  5, 0.2998,  18.1,2
 184,315.6817,-00.2439,315.6871,-00.2520,  6, 0.2575,  87.0,1
 185,316.1949,+00.9105,316.1829,+00.9142, 17, 0.1769,  69.1,4
 186,315.7007,-00.6911,315.7028,-00.6932,  5, 0.5042,  20.7,3
 187,314.0009,+00.8472,313.9672,+00.8183, 22, 0.3794, 177.5,0
 188,315.6692,+00.3307,315.6675,+00.3267,  6, 0.1929,  25.2,2
 189,315.5721,+00.9908,315.5810,+01.0004,  5, 0.3861,  46.3,0
 190,315.5514,-00.8559,315.5512,-00.8534,  5, 0.2888,  29.5,2
 191,314.7265,-00.4880,314.7286,-00.4895,  7, 0.3925,  62.2,2
 192,315.5850,+00.5397,315.5902,+00.5309,  5, 0.4230,  36.7,2
 193,315.7791,-01.0006,315.7818,-00.9987,  5, 0.1599,  29.3,0
 194,315.2548,-00.6184,315.2573,-00.6153,  5, 0.1793,  32.0,1
 195,315.8284,-00.3747,315.8169,-00.3758,  5, 0.2039,  42.0,2
 196,314.1722,-00.0121,314.1837,-00.0088, 15, 0.1960, 148.4,4
 197,314.4879,+00.1408,314.4885,+00.1380,  5, 0.2030,  36.7,2
 198,315.8294,-00.3535,315.8213,-00.3493,  7, 0.3678,  79.5,2
 199,314.3588,+01.2347,314.3534,+01.2444,  5, 0.3895,  37.8,2
 200,314.6747,-01.0069,314.6766,-01.0077,  5, 0.3990,  16.9,2
 201,314.7893,-01.1493,314.7794,-01.1569,  9, 0.2230,  62.3,2
 202,314.2039,+00.2429,314.2045,+00.2501, 19, 0.2060, 127.7,3
 203,315.2162,-00.4105,315.2141,-00.4165, 30, 0.2225, 114.5,2
 204,314.1410,+00.4106,314.1395,+00.4194, 25, 0.3210, 187.9,0
 205,315.8104,+01.0429,315.8073,+01.0647, 10, 0.3429,  96.9,2
 206,314.9695,+01.2387,314.9676,+01.2494, 13, 0.1490,  71.4,2
 207,314.1677,-01.0959,314.1663,-01.0906, 11, 0.3660,  23.0,4
 208,314.4928,-00.9532,314.4940,-00.9475,  8, 0.2108,  67.0,2
 209,315.6392,-00.2695,315.6354,-00.2725,  5, 0.4150,  17.6,2
 210,315.8110,-00.4802,315.8112,-00.4813,  8, 0.3472,  71.9,2
 211,313.8540,-01.0746,313.8582,-01.0699,  5, 0.3511,  22.8,0
 212,313.9064,+01.2227,313.9026,+01.2291,  5, 0.2050,  27.0,4
 213,317.1622,-00.6038,317.1656,-00.6175, 17, 0.3243, 181.4,2
 214,318.2426,+01.2040,318.2440,+01.2017,  5, 0.5470,  11.4,3
 215,318.9785,+00.2365,318.9768,+00.2306, 11, 0.6080, 137.8,1
 216,318.3720,+00.9720,318.3730,+00.9706, 14, 0.1253,  65.4,3
 217,316.6524,-00.0286,316.6610,-00.0315,  5, 0.2250,  35.4,4
 218,315.9993,-00.0931,315.9895,-00.0956,  6, 0.3630,  58.6,0
 219,316.2671,+00.9566,316.2579,+00.9620,  8, 0.2023,  74.3,4
 220,317.7618,-00.7745,317.7644,-00.7755, 10, 0.3887,  31.8,3
 221,319.1572,+00.6856,319.1569,+00.6836,  5, 0.2051,  24.5,4
 222,316.1305,+00.5316,316.1235,+00.5331,  8, 0.2176,  45.2,4
 223,317.1630,-00.9798,317.1574,-00.9707,  5, 0.1526,  50.5,1
 224,318.9374,+00.8076,318.9332,+00.8150,  5, 0.1911,  34.9,4
 225,318.9568,+00.3111,318.9612,+00.3050,  8, 0.2115,  55.0,4
 226,318.2123,+00.9857,318.2159,+00.9869,  6, 0.6105,  27.6,3
 227,315.9900,+01.0554,315.9816,+01.0523,  7, 0.2070,  46.5,4
 228,317.6856,-01.2198,317.6788,-01.2432,  5, 0.4987,  38.6,0
 229,317.0315,+01.0125,317.0254,+00.9996,  5, 0.7109,  53.4,2
 230,317.9182,+00.5450,317.9201,+00.5499,  7, 0.1330,  30.5,1
 231,318.1781,+00.1518,318.1751,+00.1509, 11, 0.4050, 102.5,2
 232,317.4287,-00.2642,317.4240,-00.2629,  5, 0.1570,  25.1,0
 233,316.9285,-00.5654,316.9196,-00.5650,  8, 0.3726,  71.5,1
 234,317.7561,-00.1854,317.7543,-00.1883, 11, 0.4772,  28.2,2
 235,317.0348,-01.1284,317.0377,-01.1280,  5, 0.1766,  32.8,0
 236,317.9970,+00.1720,317.9921,+00.1673,  7, 0.4097,  67.1,2
 237,318.8328,+00.7855,318.8468,+00.7866, 20, 0.3953, 114.4,4
 238,318.9006,+00.7835,318.9030,+00.7841,  5, 0.4180,  32.4,0
 239,316.2240,-00.4184,316.2200,-00.4175,  5, 0.3297,  14.9,4
 240,318.9754,+00.9749,318.9783,+00.9820,  8, 0.4140,  58.3,4
 241,318.8966,-00.6451,318.8960,-00.6433,  6, 0.3791,  31.2,0
 242,316.2766,-00.8057,316.2828,-00.8040,  7, 0.3825,  34.3,0
 243,318.4732,-00.7369,318.4647,-00.7370,  5, 0.3700,  59.8,2
 244,317.0384,+00.3955,317.0311,+00.3938,  5, 0.4088,  33.3,3
 245,317.5297,-00.6426,317.5345,-00.6341,  5, 0.4110,  40.9,2
 246,318.7877,+00.6075,318.7948,+00.6082,  6, 0.4280,  46.6,0
 247,317.8281,-01.2414,317.8306,-01.2398,  5, 0.5905,  28.2,3
 248,318.6256,-00.0967,318.6284,-00.1048,  5, 0.3040,  31.3,0
 249,318.4269,+00.1726,318.4248,+00.1718,  5, 0.4490,  18.2,2
 250,316.5370,-00.8594,316.5429,-00.8603,  5, 0.1066,  29.9,4
 251,316.6931,+01.0220,316.6929,+01.0250,  5, 0.2440,  44.6,4
 252,318.3732,-01.1938,318.3720,-01.1895,  8, 0.3386,  40.1,1
 253,317.1418,-00.2021,317.1389,-00.2117,  6, 0.4849,  42.2,3
 254,317.5050,+00.9587,317.5127,+00.9621,  7, 0.4300,  48.6,2
 255,317.2247,-00.5244,317.2210,-00.5218,  6, 0.3692,  16.4,1
 256,318.1769,-00.7040,318.1803,-00.7034,  5, 0.3395,  26.6,0
 257,318.4414,+00.0315,318.4342,+00.0187,  6, 0.4366,  30.5,2
 258,317.7282,+00.9183,317.7263,+00.9102,  5, 0.4143,  30.2,3
 259,317.6935,+00.3287,317.7048,+00.3276, 10, 0.5693, 100.2,2
 260,316.7441,-00.0662,316.7437,-00.0685,  7, 0.4681,  19.4,2
 261,316.8556,+00.3390,316.8578,+00.3399,  5, 0.5298,  21.3,2
 262,316.1925,-00.6911,316.1784,-00.7003,  7, 0.2878,  78.4,0
 263,317.6871,+00.4190,317.6874,+00.4302,  5, 0.4430,  69.4,1
 264,318.2317,-00.2955,318.2093,-00.2860,  5, 0.3376,  59.6,0
 265,316.7880,-00.8085,316.7877,-00.8021,  6, 0.3852,  45.9,2
 266,318.5959,-01.1610,318.5854,-01.1543,  9, 0.2140,  69.4,4
 267,318.6178,-00.0934,318.6160,-00.0946,  5, 0.3125,  13.1,4
 268,317.0292,+00.6127,317.0246,+00.6113,  6, 0.1388,  37.0,1
 269,317.7495,-01.0168,317.7466,-01.0178,  6, 0.3745,  11.4,2
 270,318.8407,-00.1259,318.8357,-00.1263,  5, 0.2461,  41.7,0
 271,316.6475,+01.1820,316.6435,+01.1814,  5, 0.1720,  14.5,4
 272,317.4995,-01.0145,317.5052,-01.0260,  5, 0.3740,  47.4,1
 273,317.0836,-00.1226,317.0660,-00.1182,  7, 0.4430, 115.3,0
 274,318.4029,-00.4844,318.3981,-00.4870,  5, 0.2000,  31.0,2
 275,318.4882,-01.2341,318.4851,-01.2370, 10, 0.2100,  32.8,4
 276,317.9782,+00.0054,317.9636,+00.0150, 10, 0.2012,  85.4,2
 277,317.2518,-01.1300,317.2450,-01.1229,  8, 0.3776,  35.9,1
 278,316.8447,-00.8865,316.8332,-00.8820,  6, 0.1648,  45.0,1
 279,317.2600,+00.6818,317.2495,+00.6846,  7, 0.3661,  36.7,3
 280,316.5527,-01.2401,316.5555,-01.2382,  5, 0.1596,  25.3,4
 281,317.2201,-00.2409,317.2335,-00.2374,  8, 0.2107,  62.4,3
 282,317.8647,-00.2678,317.8601,-00.2567,  5, 0.4150,  43.8,2
 283,316.8391,-01.1366,316.8498,-01.1168,  7, 0.4432,  64.7,2
 284,316.9560,-01.0506,316.9519,-01.0551,  5, 0.4430,  38.3,2
 285,317.1381,+00.7776,317.1379,+00.7759,  5, 0.4790,  21.2,2
 286,317.4100,+01.1842,317.4050,+01.1830,  6, 0.5169,  25.5,2
 287,317.0322,+00.7507,317.0335,+00.7527,  5, 0.5053,  16.6,2
 288,317.2180,-00.1702,317.2191,-00.1652,  6, 0.3431,  54.4,1
 289,316.8204,-00.1880,316.8249,-00.1863,  5, 0.1971,  16.7,0
 290,318.6284,-00.5007,318.6385,-00.4852, 28, 0.2196, 221.6,4
 291,317.8814,-00.9558,317.8829,-00.9509,  5, 0.1979,  18.6,2
 292,318.0483,-00.6428,318.0430,-00.6421, 19, 0.3690, 112.3,2
 293,316.3585,-00.7533,316.3559,-00.7504, 13, 0.3778, 103.0,4
 294,317.0633,-00.4498,317.0844,-00.4415, 23, 0.3985, 103.2,3
 295,317.6245,-00.1594,317.6221,-00.1537,  8, 0.1961,  57.4,2
 296,318.6000,-00.8780,318.5612,-00.8797, 24, 0.2138, 178.6,4
 297,316.5651,+01.0866,316.5743,+01.0924,  5, 0.6077,  88.8,1
 298,317.8228,+00.8737,317.8250,+00.8766,  5, 0.4203,  18.9,1
 299,318.2347,+00.7502,318.2377,+00.7468,  5, 0.2768,  16.6,2
 300,319.7271,+00.5540,319.7045,+00.5604,119, 0.2400, 203.4,4
 301,320.5269,-01.0573,320.5398,-01.0591,  5, 0.2929,  71.5,2
 302,319.2182,-00.9787,319.2079,-00.9980,  5, 0.3650,  80.2,0
 303,320.1235,+01.1672,320.1188,+01.1749,  6, 0.2007,  43.3,0
 304,320.9375,-00.7020,320.9352,-00.6984, 12, 0.1939,  66.9,2
 305,321.4609,+00.9479,321.4753,+00.9682, 96, 0.1277, 255.9,4
 306,321.0344,-00.1257,321.0442,-00.1305,  9, 0.5032,  68.6,0
 307,319.6380,-01.1335,319.6406,-01.1386,  5, 0.4117,  26.4,2
 308,320.5147,+00.2805,320.5306,+00.2782, 25, 0.4027, 115.0,2
 309,319.5838,+00.9354,319.5913,+00.9424, 16, 0.3964, 133.6,2
 310,321.5115,+00.9321,321.5100,+00.9298,  5, 0.1327,  45.0,4
 311,320.4521,+00.6716,320.4552,+00.6733, 12, 0.4984,  28.5,2
 312,320.6341,-00.5170,320.6395,-00.5202,  8, 0.3020,  53.7,2
 313,319.3820,-01.0612,319.3874,-01.0692,  5, 0.3440,  35.4,2
 314,319.5814,+00.7414,319.6074,+00.7579,  8, 0.2841, 127.8,2
 315,320.8513,+00.2267,320.8540,+00.2297,  5, 0.3969,  23.1,2
 316,320.6005,+00.1657,320.5987,+00.1617,  9, 0.3349,  15.9,2
 317,319.2762,-00.4020,319.2695,-00.3892,  8, 0.4800,  80.7,3
 318,319.8348,+00.1737,319.8327,+00.1769,  7, 0.4387,  38.0,2
 319,320.6362,-00.3577,320.6392,-00.3635, 10, 0.2615, 130.5,2
 320,319.7539,-00.1007,319.7490,-00.1101,  5, 0.2470,  38.0,2
 321,319.6161,+00.8047,319.6316,+00.7891, 50, 0.4104, 194.8,3
 322,320.1374,-00.5249,320.1388,-00.5246,  5, 0.2677,  42.3,1
 323,319.6347,+00.3015,319.6337,+00.3009,  5, 0.3387,  12.2,2
 324,321.2281,-00.4331,321.2306,-00.4325,  8, 0.1771, 105.5,4
 325,320.0054,-00.0931,320.0055,-00.0928,  5, 0.3268,   7.3,1
 326,320.7777,+01.0648,320.7768,+01.0593, 17, 0.2227, 102.8,3
 327,321.3069,+00.9159,321.2880,+00.8968,  6, 0.1255,  98.6,4
 328,319.1724,+00.3617,319.1784,+00.3497,  6, 0.3731,  43.3,0
 329,320.5425,+00.8483,320.5477,+00.8498,  5, 0.2720,  19.7,2
 330,319.8286,+00.7387,319.8173,+00.7375,  6, 0.2576,  41.7,2
 331,320.9088,-01.1347,320.9076,-01.1347,  5, 0.3020,  10.7,1
 332,320.5250,-00.7790,320.5205,-00.7814,  5, 0.3270,  18.3,2
 333,320.0866,-00.3468,320.0950,-00.3522, 12, 0.2005, 104.9,2
 334,319.3319,+00.7809,319.3345,+00.7874,  6, 0.3345,  50.0,2
 335,318.8634,-00.1470,318.8695,-00.1314, 36, 0.2166, 223.4,4
 336,319.5137,+01.0312,319.5141,+01.0320,  8, 0.3988,  25.2,2
 337,319.6352,+00.3347,319.6435,+00.3595, 13, 0.4288, 122.2,2
 338,319.0780,-00.9814,319.0748,-00.9858,  9, 0.1850,  73.0,4
 339,320.6065,+01.0991,320.5910,+01.1018,  5, 0.2950,  30.5,2
 340,319.0289,-00.0672,319.0210,-00.0780,  7, 0.2180, 105.2,0
