#ACT-CL;RAJ2000;DEJ2000;SNR;z;e_z;n_z;M500c;M500cC;M200m
# ;deg;deg; ; ; ; ;10+14Msun;10+14Msun;10+14Msun
#------------;-----------;-----------;------;-------;-------;----;------;------;------
J0239.3-0332;039.8416620;-03.5360239; 6.367; 0.2490; 0.0000;spec; 2.164; 3.047; 4.014
J0239.5-4618;039.8931577;-46.3044732; 4.872; 0.6692; 0.0157;phot; 2.049; 2.886; 3.511
J0239.6-1036;039.9133932;-10.6016878; 4.369; 0.8891; 0.0172;phot; 2.595; 3.655; 4.426
J0239.7-2455;039.9291547;-24.9208028; 4.409; 0.6531; 0.0124;phot; 2.401; 3.381; 4.132
J0239.8-0134;039.9713847;-01.5790229;23.878; 0.3751; 0.0000;spec; 6.560; 9.239;12.070
J0239.9-2126;039.9857095;-21.4415562; 4.684; 0.3180; 0.0076;phot; 2.447; 3.447; 4.460
J0240.0+0116;040.0142813;+01.2669119;11.598; 0.6035; 0.0000;spec; 3.707; 5.221; 6.473
J0240.0+0303;040.0125210;+03.0542028; 5.075; 0.7638; 0.0000;spec; 2.002; 2.819; 3.408
J0240.2+1716;040.0550036;+17.2783381; 5.261; 0.7340; 0.0243;phot; 2.437; 3.433; 4.173
J0240.2-4607;040.0500551;-46.1208721; 4.324; 0.6616; 0.0132;phot; 1.686; 2.375; 2.879
J0240.6-5946;040.1582978;-59.7667824;10.026; 0.4000; 0.0000;spec; 4.529; 6.379; 8.209
J0241.1+1410;040.2820871;+14.1830751; 6.455; 0.5402; 0.0216;phot; 3.226; 4.543; 5.658
J0241.2-0018;040.3180895;-00.3131486; 9.597; 0.6872; 0.0000;spec; 3.093; 4.356; 5.339
J0241.2-3916;040.3063330;-39.2682477;11.382; 1.0196; 0.0283;phot; 3.661; 5.157; 6.295
J0241.3-2838;040.3462871;-28.6478085; 7.216; 0.2385; 0.0000;spec; 3.322; 4.680; 6.252
J0241.4-0433;040.3732384;-04.5533719; 4.669; 0.5205; 0.0072;phot; 1.823; 2.567; 3.166
J0241.8-2805;040.4556141;-28.0952495; 5.945; 0.3381; 0.0240;phot; 3.181; 4.481; 5.803
J0242.1-4150;040.5362237;-41.8378437; 6.642; 0.6966; 0.0151;phot; 2.598; 3.660; 4.466
J0242.2-0345;040.5685911;-03.7584196; 5.624; 1.1012; 0.0294;phot; 1.871; 2.635; 3.177
J0242.2-4944;040.5503279;-49.7362604; 8.909; 0.8066; 0.0102;phot; 3.217; 4.531; 5.523
J0242.4+1415;040.6088979;+14.2527174; 6.858; 0.2750; 0.0178;phot; 3.136; 4.417; 5.822
J0242.4-3124;040.6082886;-31.4002287; 5.627; 0.4997; 0.0073;phot; 2.523; 3.553; 4.427
J0242.7-0226;040.6854604;-02.4401539; 7.496; 0.5353; 0.0000;spec; 2.675; 3.767; 4.676
J0242.7-0450;040.6793101;-04.8458520; 4.665; 0.4767; 0.0000;spec; 1.566; 2.206; 2.731
J0242.9+0934;040.7250593;+09.5749667; 4.363; 0.4382; 0.0201;phot; 2.010; 2.831; 3.547
J0242.9-0250;040.7376840;-02.8442611; 6.748; 0.6121; 0.0000;spec; 2.345; 3.303; 4.050
J0243.0-3801;040.7632511;-38.0187030; 4.693; 0.6184; 0.0100;phot; 1.907; 2.687; 3.278
J0243.2+0256;040.8177173;+02.9428073; 5.398; 0.9482; 0.0273;phot; 2.055; 2.894; 3.487
J0243.4-5931;040.8518484;-59.5172854; 6.550; 0.6352; 0.0000;spec; 3.279; 4.619; 5.693
J0243.5-4833;040.8980769;-48.5579573;17.236; 0.4984; 0.0000;spec; 5.152; 7.256; 9.193
J0243.9-5936;040.9917012;-59.6020553; 4.137; 0.2266; 0.0048;phot; 1.881; 2.650; 3.505
J0244.0-4857;041.0233839;-48.9638127; 8.288; 0.4552; 0.0085;phot; 2.943; 4.145; 5.222
J0244.1-0923;041.0335148;-09.3871532;10.747; 1.1930; 0.0307;phot; 3.933; 5.539; 6.812
J0244.3-0736;041.0999105;-07.6081603; 6.037; 0.3506; 0.0000;spec; 2.620; 3.690; 4.741
J0244.3-0914;041.0826070;-09.2363587; 5.294; 1.1930; 0.0307;phot; 2.369; 3.337; 4.058
J0244.3-1157;041.0777854;-11.9573615; 4.611; 0.4089; 0.0102;phot; 2.575; 3.627; 4.597
J0244.4+0611;041.1166667;+06.1873514; 4.377; 0.5778; 0.0284;phot; 2.323; 3.271; 4.026
J0244.4+1521;041.1168536;+15.3585328; 5.660; 0.3362; 0.0187;phot; 2.689; 3.788; 4.888
J0244.4-1550;041.1166429;-15.8417419; 4.896; 0.3944; 0.0135;phot; 2.725; 3.838; 4.885
J0244.4-3241;041.1124736;-32.6916526; 5.279; 0.4449; 0.0102;phot; 2.327; 3.278; 4.115
J0244.5-3553;041.1318538;-35.8877785; 4.942; 0.4686; 0.0083;phot; 2.165; 3.049; 3.806
J0244.6-3011;041.1600286;-30.1884138; 4.546; 1.0117; 0.0839;phot; 2.209; 3.111; 3.756
J0244.9-2247;041.2416613;-22.7906798; 5.652; 0.9550; 0.0222;phot; 2.879; 4.055; 4.921
J0245.1+1734;041.2853835;+17.5666805; 4.963; 0.5912; 0.0223;phot; 2.348; 3.307; 4.065
J0245.1+1843;041.2889204;+18.7192349; 6.457; 0.4484; 0.0203;phot; 2.723; 3.835; 4.829
J0245.2+0032;041.3101294;+00.5466037; 4.638; 0.9146; 0.0192;phot; 1.784; 2.513; 3.019
J0245.2+0407;041.3125720;+04.1206055; 4.863; 0.8715; 0.0152;phot; 2.164; 3.047; 3.677
J0245.2-0240;041.3062685;-02.6798742; 5.921; 1.0808; 0.0291;phot; 1.905; 2.683; 3.234
J0245.4-5228;041.3501173;-52.4781324; 4.496; 0.4403; 0.0107;phot; 1.919; 2.703; 3.382
J0245.5-2709;041.3753102;-27.1627369; 9.152; 0.7077; 0.0139;phot; 4.281; 6.029; 7.433
J0245.5-4130;041.3750178;-41.5085024; 4.843; 0.7016; 0.0164;phot; 2.060; 2.902; 3.522
J0245.5-5302;041.3753289;-53.0358481;22.343; 0.2984; 0.0059;phot; 7.565;10.655;14.266
J0245.7-0028;041.4291986;-00.4749521; 4.753; 0.5785; 0.0000;spec; 1.888; 2.659; 3.257
J0245.8-0042;041.4620692;-00.7078090; 6.054; 0.1790; 0.0000;spec; 1.988; 2.800; 3.776
J0245.9-2029;041.4873385;-20.4896961; 6.108; 0.3100; 0.0000;spec; 2.840; 4.000; 5.205
J0246.1-1000;041.5500000;-10.0042006; 4.292; 0.6197; 0.0139;phot; 2.335; 3.289; 4.030
J0246.4+0429;041.6222923;+04.4944821; 4.385; 0.4204; 0.0000;spec; 2.213; 3.117; 3.928
J0246.4-2033;041.6023473;-20.5570955; 9.924; 0.3175; 0.0067;phot; 4.046; 5.698; 7.464
J0246.5-4544;041.6333522;-45.7479365; 4.249; 0.6115; 0.0096;phot; 1.698; 2.391; 2.913
J0246.8-1725;041.7041795;-17.4291625; 4.398; 0.4307; 0.0108;phot; 2.755; 3.880; 4.904
J0247.3-0156;041.8476198;-01.9376022; 5.414; 0.2388; 0.0000;spec; 1.838; 2.588; 3.408
J0247.4-4503;041.8694735;-45.0592911; 5.157; 0.5163; 0.0075;phot; 2.164; 3.047; 3.775
J0247.9-1935;041.9926841;-19.5843612; 5.173; 1.1828; 0.0306;phot; 2.363; 3.328; 4.045
J0247.9-3648;041.9837144;-36.8069459; 6.088; 0.3619; 0.0093;phot; 2.466; 3.473; 4.444
J0248.0-0331;042.0158941;-03.5321988;10.986; 0.1905; 0.0000;spec; 3.515; 4.951; 6.744
J0248.0-2302;042.0016524;-23.0450545; 4.900; 0.9194; 0.0180;phot; 2.519; 3.548; 4.293
J0248.2+0238;042.0551213;+02.6360865;14.374; 0.5544; 0.0000;spec; 4.829; 6.801; 8.534
J0248.2-0216;042.0568041;-02.2683560;22.923; 0.2382; 0.0000;spec; 6.994; 9.850;13.425
J0248.3+0122;042.0972945;+01.3723248; 4.592; 0.8136; 0.0118;phot; 1.772; 2.496; 3.003
J0248.3-0337;042.0889639;-03.6221391; 4.368; 0.1799; 0.0054;phot; 1.508; 2.124; 2.844
J0248.3-2742;042.0999986;-27.7124913; 4.193; 0.6924; 0.0186;phot; 2.389; 3.365; 4.100
J0248.3-3312;042.0833333;-33.2125025; 4.103; 1.0400; 0.0286;phot; 1.808; 2.546; 3.063
J0248.3-4931;042.0774892;-49.5213894; 4.878; 0.9644; 0.0230;phot; 1.747; 2.460; 2.954
J0248.4-0925;042.1166667;-09.4293066; 4.341; 1.0400; 0.0286;phot; 2.291; 3.226; 3.900
J0248.7+0617;042.1916612;+06.2982332; 4.776; 0.6082; 0.0289;phot; 2.468; 3.476; 4.268
J0248.7-0019;042.1973716;-00.3257578; 5.541; 0.9180; 0.0316;phot; 2.077; 2.926; 3.526
J0248.9-0328;042.2403346;-03.4791568; 6.066; 0.6668; 0.0000;spec; 2.481; 3.495; 4.270
J0249.0-0818;042.2625374;-08.3123821; 4.857; 0.7196; 0.0161;phot; 2.386; 3.360; 4.087
J0249.0-3915;042.2680731;-39.2538611; 9.121; 0.6588; 0.0129;phot; 3.345; 4.712; 5.798
J0249.2-3408;042.3000147;-34.1334296; 4.558; 0.4936; 0.0079;phot; 2.036; 2.868; 3.560
J0249.2-3636;042.3189304;-36.6073745; 6.049; 0.6997; 0.0162;phot; 2.568; 3.617; 4.412
J0249.4+1204;042.3666667;+12.0791975; 4.579; 0.2750; 0.0178;phot; 2.288; 3.222; 4.215
J0249.4-3815;042.3666667;-38.2541107; 4.165; 0.4551; 0.0093;phot; 1.867; 2.630; 3.279
J0249.6+0210;042.4207960;+02.1707790; 5.003; 0.7873; 0.0141;phot; 2.055; 2.894; 3.496
J0249.8-5104;042.4550292;-51.0817938; 5.018; 0.5766; 0.0091;phot; 2.170; 3.056; 3.755
J0249.8-5446;042.4708463;-54.7833333; 4.177; 0.4549; 0.0093;phot; 1.935; 2.726; 3.402
J0250.0-3103;042.5184445;-31.0633902; 4.553; 0.9123; 0.0174;phot; 2.083; 2.934; 3.536
J0250.1+0008;042.5354731;+00.1377159; 9.571; 0.8355; 0.0112;phot; 3.147; 4.432; 5.395
J0251.2-1854;042.8083333;-18.9040877; 4.271; 0.5065; 0.0070;phot; 2.363; 3.328; 4.136
J0251.3-2055;042.8309360;-20.9323615; 5.522; 0.3250; 0.0000;spec; 2.695; 3.796; 4.913
J0251.3-2456;042.8458110;-24.9457661; 5.395; 0.1200; 0.0047;phot; 2.780; 3.915; 5.465
J0251.8-1325;042.9749558;-13.4333190; 4.542; 0.2948; 0.0066;phot; 2.759; 3.886; 5.075
J0252.4-2100;043.1142197;-21.0140776; 7.279; 0.7093; 0.0167;phot; 3.465; 4.880; 5.987
J0252.5-2536;043.1452018;-25.6153879; 5.126; 1.1114; 0.0296;phot; 2.505; 3.529; 4.282
J0252.5-4648;043.1458226;-46.8083333; 4.045; 0.3833; 0.0101;phot; 1.564; 2.203; 2.777
J0252.7+0804;043.1853370;+08.0717674; 5.580; 0.6014; 0.0224;phot; 2.915; 4.106; 5.064
J0252.7-4824;043.1910835;-48.4120354; 9.452; 0.4207; 0.0000;spec; 3.404; 4.794; 6.100
J0252.9-5101;043.2427782;-51.0316801; 6.824; 0.4445; 0.0091;phot; 2.746; 3.867; 4.873
J0253.1-3328;043.2829204;-33.4707757; 5.437; 0.2448; 0.0048;phot; 2.083; 2.934; 3.867
J0253.1-5253;043.2958411;-52.9000000; 4.012; 1.0135; 0.0846;phot; 1.533; 2.160; 2.588
J0253.2-3818;043.3070084;-38.3038075; 8.568; 0.4430; 0.0122;phot; 3.304; 4.654; 5.892
J0253.3-3247;043.3318895;-32.7929859; 5.763; 0.9890; 0.0278;phot; 2.324; 3.273; 3.955
J0253.5-0017;043.3899664;-00.2952075; 7.291; 1.3460; 0.0328;phot; 2.212; 3.115; 3.815
J0254.1-3105;043.5333333;-31.0958534; 4.113; 0.5319; 0.0069;phot; 1.984; 2.794; 3.447
J0254.1-5159;043.5416667;-51.9874806; 4.105; 0.8459; 0.0169;phot; 1.961; 2.762; 3.327
J0254.3-5857;043.5813791;-58.9506415;16.756; 0.4380; 0.0000;spec; 5.677; 7.996;10.265
J0254.4-0538;043.6085458;-05.6375733; 5.919; 0.9705; 0.0271;phot; 2.316; 3.262; 3.941
J0254.4-3212;043.6248828;-32.2096212; 5.771; 1.0400; 0.0286;phot; 2.275; 3.204; 3.873
J0254.6-2040;043.6583333;-20.6790770; 4.414; 0.8747; 0.0165;phot; 2.096; 2.952; 3.560
J0254.9-0910;043.7464359;-09.1722010; 4.731; 0.8657; 0.0157;phot; 2.439; 3.435; 4.156
J0254.9-5258;043.7305844;-52.9722204; 4.168; 0.9352; 0.0244;phot; 1.795; 2.529; 3.038
J0255.0-1419;043.7597827;-14.3318651; 4.762; 0.5210; 0.0066;phot; 3.046; 4.291; 5.352
J0255.1+1424;043.7860482;+14.4111258; 4.360; 0.1560; 0.0260;phot; 2.099; 2.956; 4.030
J0255.9-4635;043.9888909;-46.5944422; 4.093; 0.3125; 0.0068;phot; 1.527; 2.151; 2.757
J0255.9-4655;043.9834825;-46.9291908; 4.437; 0.3934; 0.0115;phot; 1.880; 2.648; 3.343
J0256.1-4243;044.0394193;-42.7327932; 6.716; 0.6291; 0.0101;phot; 2.770; 3.902; 4.794
J0256.3-5617;044.0957374;-56.2976309; 8.354; 0.5947; 0.0078;phot; 3.656; 5.150; 6.389
J0256.4-3455;044.1064316;-34.9186275; 8.786; 0.6108; 0.0087;phot; 3.458; 4.870; 6.024
J0256.4-3504;044.1067818;-35.0719736; 7.167; 0.7466; 0.0140;phot; 2.875; 4.050; 4.937
J0256.5+0006;044.1329394;+00.1048808;10.767; 0.3625; 0.0000;spec; 3.999; 5.632; 7.288
J0256.7-1623;044.1933599;-16.3912509; 8.361; 0.8883; 0.0144;phot; 4.349; 6.125; 7.503
J0256.9-4736;044.2409115;-47.6095350; 4.993; 0.2117; 0.0041;phot; 1.703; 2.398; 3.182
J0257.0-0300;044.2677837;-03.0155817; 4.640; 0.6615; 0.0000;spec; 2.035; 2.866; 3.488
J0257.1-2325;044.2890932;-23.4318228;15.277; 0.5049; 0.0000;spec; 6.683; 9.413;11.990
J0257.5-5842;044.3850645;-58.7081584; 6.861; 0.4329; 0.0095;phot; 2.951; 4.157; 5.259
J0257.7-2009;044.4350152;-20.1532858; 4.471; 0.7000; 0.0133;phot; 2.401; 3.381; 4.118
J0257.7-2209;044.4267357;-22.1537020;12.911; 0.3220; 0.0000;spec; 5.748; 8.095;10.686
J0257.7-3450;044.4379213;-34.8334321; 9.172; 0.6320; 0.0107;phot; 3.542; 4.989; 6.162
J0257.7-4817;044.4425479;-48.2896425; 5.989; 0.4582; 0.0082;phot; 2.422; 3.412; 4.277
J0257.8+1302;044.4715728;+13.0367708; 8.113; 0.0717; 0.0000;spec; 4.766; 6.713; 9.754
J0258.0-5355;044.5083430;-53.9230299; 4.562; 1.0298; 0.0284;phot; 2.000; 2.817; 3.395
J0258.1-3453;044.5278369;-34.8991060; 5.325; 0.3529; 0.0088;phot; 2.285; 3.218; 4.119
J0258.4+0147;044.6166667;+01.7957154; 4.188; 0.9332; 0.0247;phot; 1.805; 2.543; 3.055
J0258.5-3859;044.6458667;-38.9916667; 4.085; 0.4500; 0.0105;phot; 1.774; 2.499; 3.116
J0258.8-2004;044.7139618;-20.0739331; 6.560; 0.7271; 0.0140;phot; 3.147; 4.432; 5.420
J0258.9+1334;044.7385593;+13.5808756;12.718; 0.0737; 0.0000;spec; 6.860; 9.662;14.181
J0258.9-1938;044.7406206;-19.6461976; 5.486; 0.2648; 0.0177;phot; 2.809; 3.956; 5.217
J0259.0-0659;044.7699602;-06.9906662;15.743; 0.4208; 0.0000;spec; 5.732; 8.073;10.403
J0259.1-5128;044.7778218;-51.4723010; 4.244; 0.3742; 0.0115;phot; 2.041; 2.874; 3.651
J0259.4-0524;044.8626226;-05.4083333; 4.259; 0.8446; 0.0127;phot; 1.949; 2.744; 3.306
J0259.5-2807;044.8958410;-28.1208659; 4.303; 0.2556; 0.0066;phot; 2.219; 3.126; 4.111
J0259.6-4555;044.9001402;-45.9294033; 5.356; 0.4341; 0.0100;phot; 2.049; 2.886; 3.620
J0259.8-0037;044.9694087;-00.6222938; 4.830; 0.6051; 0.0000;spec; 2.186; 3.079; 3.773
J0259.9-1023;044.9861640;-10.3944053; 4.470; 0.3989; 0.0107;phot; 2.682; 3.778; 4.802
J0300.2+0125;045.0547097;+01.4187295; 8.542; 1.2746; 0.0318;phot; 2.871; 4.044; 4.959
J0300.6-3617;045.1530166;-36.2929783;13.126; 0.4867; 0.0072;phot; 4.570; 6.437; 8.148
J0301.2-2232;045.3083333;-22.5458269; 4.079; 0.4865; 0.0070;phot; 2.289; 3.224; 4.017
J0301.4-0514;045.3750000;-05.2374670; 4.302; 0.3473; 0.0243;phot; 2.011; 2.833; 3.621
J0301.5-0248;045.3849370;-02.8116720; 5.070; 0.8042; 0.0173;phot; 2.379; 3.351; 4.059
J0301.6+0155;045.4067842;+01.9210156; 9.181; 0.1695; 0.0000;spec; 3.808; 5.363; 7.384
J0301.8-5657;045.4624973;-56.9583333; 4.188; 0.9126; 0.0176;phot; 1.809; 2.548; 3.062
J0302.1-1533;045.5429735;-15.5556209; 8.029; 0.5375; 0.0065;phot; 4.284; 6.033; 7.566
J0302.1-2805;045.5337606;-28.0927180; 5.638; 0.2935; 0.0233;phot; 3.009; 4.238; 5.549
J0302.2-3306;045.5558483;-33.1113060; 6.920; 0.7520; 0.0000;spec; 2.805; 3.950; 4.812
J0302.4-1004;045.6055833;-10.0698528;11.403; 0.5570; 0.0068;phot; 5.764; 8.118;10.226
J0302.5-0908;045.6404317;-09.1345930; 5.075; 0.4224; 0.0139;phot; 2.665; 3.754; 4.748
J0302.6-0120;045.6691647;-01.3488971; 5.621; 0.6014; 0.0224;phot; 2.595; 3.655; 4.497
J0302.8-3209;045.7042092;-32.1517262; 4.754; 0.3271; 0.0000;spec; 1.980; 2.788; 3.581
J0303.2-1207;045.8083333;-12.1210171; 4.561; 0.8205; 0.0155;phot; 2.498; 3.519; 4.264
J0303.3+0155;045.8345107;+01.9225735; 6.996; 0.1530; 0.0000;spec; 2.747; 3.870; 5.319
J0303.3-2736;045.8250749;-27.6082372; 5.410; 0.2687; 0.0057;phot; 2.809; 3.956; 5.211
J0303.4-0805;045.8749142;-08.0961168; 8.101; 0.8666; 0.0261;phot; 3.397; 4.784; 5.830
J0303.6+1857;045.9164037;+18.9644350; 8.692; 1.2100; 0.0700;phot; 3.270; 4.606; 5.645
J0303.6-4519;045.9101429;-45.3282873; 4.930; 0.5170; 0.0080;phot; 1.849; 2.605; 3.215
J0303.7-2559;045.9333333;-25.9875329; 4.353; 0.9160; 0.0242;phot; 2.288; 3.222; 3.891
J0304.0-3656;046.0193478;-36.9445096; 9.863; 0.2192; 0.0000;spec; 3.676; 5.178; 6.984
J0304.2-4401;046.0672882;-44.0282253;20.813; 0.4584; 0.0000;spec; 6.204; 8.738;11.199
J0304.2-4921;046.0610457;-49.3576010;15.841; 0.3917; 0.0000;spec; 4.906; 6.910; 8.926
J0304.5-4748;046.1447290;-47.8087160; 6.187; 0.5158; 0.0066;phot; 2.554; 3.597; 4.473
J0304.8-4533;046.2043135;-45.5517661; 4.502; 0.7306; 0.0165;phot; 1.714; 2.415; 2.914
J0304.9-5404;046.2303803;-54.0705280; 5.241; 0.7947; 0.0131;phot; 2.421; 3.409; 4.132
J0305.2+1728;046.3216246;+17.4738835; 6.143; 0.4250; 0.0000;spec; 2.844; 4.005; 5.071
J0305.4+0948;046.3532400;+09.8016286; 4.594; 0.4743; 0.0265;phot; 2.595; 3.655; 4.576
J0305.7+0150;046.4359856;+01.8445635; 4.472; 0.5461; 0.0278;phot; 2.171; 3.058; 3.772
J0305.8-2946;046.4541696;-29.7833333; 4.133; 0.2551; 0.0060;phot; 1.843; 2.596; 3.399
J0305.9-3230;046.4830055;-32.5035534; 7.719; 0.5288; 0.0000;spec; 2.943; 4.145; 5.161
J0306.0-1739;046.5210617;-17.6583333; 4.534; 0.1981; 0.0240;phot; 2.305; 3.247; 4.362
J0306.1-1900;046.5277707;-19.0140041; 4.531; 0.6688; 0.0136;phot; 2.616; 3.685; 4.506
J0306.8-2643;046.7222313;-26.7194088; 4.285; 0.3236; 0.0069;phot; 2.343; 3.301; 4.260
J0306.9-4748;046.7411598;-47.8104175; 5.495; 0.4709; 0.0081;phot; 2.241; 3.156; 3.941
J0307.0-0628;046.7666523;-06.4791178; 6.227; 0.3468; 0.0000;spec; 2.929; 4.126; 5.320
J0307.0-2840;046.7582047;-28.6669950;14.042; 0.2534; 0.0000;spec; 6.107; 8.601;11.617
J0307.3-1640;046.8433565;-16.6668350; 6.064; 0.2974; 0.0064;phot; 3.408; 4.800; 6.298
J0307.3-3423;046.8399935;-34.3972361;11.091; 0.7480; 0.0136;phot; 4.032; 5.678; 6.974
J0307.4-5424;046.8582608;-54.4083333; 4.272; 1.0502; 0.0287;phot; 1.945; 2.739; 3.300
J0307.5-4123;046.8854395;-41.3924513; 8.372; 0.6199; 0.0101;phot; 3.203; 4.512; 5.566
J0307.8-2926;046.9556027;-29.4444465; 4.227; 0.8818; 0.0141;phot; 2.201; 3.100; 3.742
J0307.8-5042;046.9642309;-50.7046543;11.034; 0.5603; 0.0064;phot; 3.887; 5.475; 6.830
J0308.1-1344;047.0374730;-13.7416667; 4.124; 0.4591; 0.0110;phot; 2.417; 3.405; 4.267
J0308.1-2915;047.0291899;-29.2605891; 6.339; 0.9992; 0.0280;phot; 3.038; 4.279; 5.201
J0308.2+0103;047.0509425;+01.0503847; 6.694; 0.7009; 0.0306;phot; 3.072; 4.326; 5.297
J0308.5-0021;047.1315560;-00.3534284; 5.355; 0.3719; 0.0000;spec; 2.708; 3.814; 4.879
J0309.0-4957;047.2623236;-49.9658818; 8.532; 0.5543; 0.0065;phot; 3.221; 4.537; 5.640
J0309.1-3208;047.2938280;-32.1480441; 8.467; 0.5365; 0.0065;phot; 3.439; 4.843; 6.045
J0309.3-0000;047.3455056;-00.0113815; 5.538; 0.3978; 0.0000;spec; 2.761; 3.888; 4.947
J0309.4+0414;047.3526270;+04.2380277; 6.633; 0.5198; 0.0213;phot; 3.173; 4.469; 5.580
J0309.5-4915;047.3808522;-49.2607739; 5.151; 0.7305; 0.0161;phot; 1.884; 2.653; 3.209
J0310.1+0227;047.5366234;+02.4640942; 5.445; 0.5402; 0.0216;phot; 2.593; 3.652; 4.527
J0310.5-4647;047.6362594;-46.7839440; 9.241; 0.7067; 0.0000;spec; 3.339; 4.702; 5.765
J0310.7-5844;047.6916789;-58.7446488; 4.837; 0.6661; 0.0140;phot; 2.203; 3.102; 3.781
J0312.2-3329;048.0562342;-33.4865369; 6.589; 0.4923; 0.0000;spec; 2.801; 3.945; 4.933
J0312.3-3509;048.0807984;-35.1658754; 6.277; 0.7578; 0.0129;phot; 2.469; 3.478; 4.224
J0312.4-0256;048.1026378;-02.9499813; 6.875; 0.6218; 0.0227;phot; 3.513; 4.948; 6.116
J0312.4-1552;048.1119107;-15.8691079; 5.062; 0.2849; 0.0063;phot; 2.953; 4.160; 5.458
J0312.4-2025;048.1169310;-20.4240031; 6.510; 0.6876; 0.0164;phot; 3.119; 4.392; 5.384
J0312.6-0601;048.1683442;-06.0201874; 7.894; 0.4688; 0.0206;phot; 3.671; 5.171; 6.532
J0312.8+0152;048.2170456;+01.8791188; 6.890; 0.5402; 0.0216;phot; 3.341; 4.705; 5.865
J0313.0-3137;048.2636214;-31.6302841; 5.715; 0.7884; 0.0127;phot; 2.434; 3.428; 4.156
J0313.0-5645;048.2546734;-56.7508927; 4.505; 0.6940; 0.0147;phot; 2.177; 3.066; 3.728
J0313.2+0240;048.3207454;+02.6706723; 4.694; 0.6626; 0.0233;phot; 2.250; 3.169; 3.865
J0313.5-4436;048.3933343;-44.6050935; 4.568; 0.4230; 0.0124;phot; 1.865; 2.626; 3.295
J0313.9-5334;048.4775524;-53.5737120; 5.402; 1.4740; 0.0000;spec; 1.978; 2.786; 3.435
J0314.0+0203;048.5043686;+02.0610474; 9.457; 1.1420; 0.0300;phot; 3.751; 5.282; 6.475
J0314.1-2908;048.5457621;-29.1457665; 5.348; 0.3627; 0.0000;spec; 2.712; 3.819; 4.897
J0314.4-4524;048.6028845;-45.4166168; 5.199; 0.0722; 0.0000;spec; 1.973; 2.779; 3.937
J0314.6+0443;048.6707420;+04.7206272; 4.715; 0.5053; 0.0271;phot; 2.537; 3.573; 4.448
J0314.6-2454;048.6717094;-24.9051513; 5.091; 0.4115; 0.0103;phot; 2.738; 3.856; 4.891
J0314.7-0215;048.6958430;-02.2540745; 4.377; 0.6932; 0.0237;phot; 2.552; 3.595; 4.386
J0314.7-4019;048.6995432;-40.3267088; 5.594; 0.6919; 0.0144;phot; 2.236; 3.150; 3.832
J0314.9+0107;048.7450576;+01.1267999; 4.584; 1.1114; 0.0296;phot; 2.113; 2.977; 3.599
J0315.0-2718;048.7543209;-27.3057899;11.359; 0.6276; 0.0099;phot; 5.113; 7.201; 8.973
J0315.1-0604;048.7929335;-06.0756590; 5.310; 0.7952; 0.0251;phot; 2.600; 3.662; 4.446
J0315.4-2258;048.8583333;-22.9791424; 4.176; 0.7420; 0.0174;phot; 2.421; 3.409; 4.142
J0316.3-1137;049.0844620;-11.6283523; 5.704; 0.3999; 0.0104;phot; 3.221; 4.537; 5.791
J0316.4-2047;049.1074973;-20.7874665; 5.772; 0.2357; 0.0045;phot; 2.530; 3.563; 4.732
J0316.6+1851;049.1666667;+18.8540648; 4.251; 0.5141; 0.0273;phot; 2.161; 3.043; 3.771
J0317.0-2840;049.2732041;-28.6716164; 4.822; 0.5820; 0.0000;spec; 2.686; 3.783; 4.668
J0317.2-5935;049.3150666;-59.5862955; 5.795; 0.4690; 0.0000;spec; 2.699; 3.801; 4.767
J0317.4-3019;049.3701690;-30.3321331; 4.435; 0.7019; 0.0154;phot; 2.227; 3.137; 3.813
J0317.8-4018;049.4668411;-40.3024298; 4.653; 0.8651; 0.0136;phot; 1.965; 2.767; 3.333
J0317.8-4849;049.4614927;-48.8285879; 4.981; 0.1642; 0.0000;spec; 1.478; 2.082; 2.805
J0317.9-3026;049.4975419;-30.4499261; 4.899; 0.7179; 0.0148;phot; 2.315; 3.260; 3.962
J0317.9-4420;049.4843094;-44.3404854; 5.289; 0.1108; 0.0050;phot; 1.927; 2.714; 3.769
J0318.3-2332;049.5792440;-23.5482056; 5.013; 0.5870; 0.0075;phot; 2.889; 4.069; 5.026
J0318.5-0303;049.6333992;-03.0500917; 5.426; 0.3700; 0.0000;spec; 3.131; 4.411; 5.664
J0318.5-1659;049.6384345;-16.9849555; 4.459; 0.8022; 0.0109;phot; 2.693; 3.793; 4.607
J0319.0-2844;049.7500148;-28.7333989; 5.129; 0.9416; 0.0216;phot; 2.664; 3.752; 4.545
J0319.2-2355;049.8146144;-23.9326101; 6.608; 0.5908; 0.0072;phot; 3.413; 4.807; 5.957
J0319.3+0205;049.8287201;+02.0898193; 8.715; 0.4076; 0.0197;phot; 4.222; 5.947; 7.627
J0319.4-0025;049.8583333;-00.4205955; 4.549; 1.1940; 0.0000;spec; 2.013; 2.835; 3.435
J0319.5-3733;049.8805904;-37.5657343; 4.478; 0.9176; 0.0268;phot; 1.790; 2.522; 3.030
J0319.7-0015;049.9266179;-00.2599127; 4.946; 0.6116; 0.0226;phot; 2.654; 3.739; 4.597
J0319.7-3344;049.9343768;-33.7427919; 6.263; 0.4108; 0.0000;spec; 2.326; 3.276; 4.140
J0319.8-2853;049.9650603;-28.8949074; 7.389; 0.3550; 0.0000;spec; 3.797; 5.348; 6.926
