#ACT-CL;RAJ2000;DEJ2000;SNR;z;e_z;n_z;M500c;M500cC;M200m
# ;deg;deg; ; ; ; ;10+14Msun;10+14Msun;10+14Msun
#------------;-----------;-----------;------;-------;-------;----;------;------;------
J2044.3-0703;311.0975938;-07.0663893; 5.397; 0.9380; 0.0271;phot; 3.350; 4.718; 5.745
J2045.0-5353;311.2598592;-53.8922287; 5.466; 0.4151; 0.0104;phot; 2.980; 4.197; 5.330
J2046.0-3430;311.5004464;-34.5034046; 6.269; 0.4230; 0.0000;spec; 3.674; 5.174; 6.593
J2048.2-4727;312.0708401;-47.4583333; 4.342; 0.4910; 0.0071;phot; 2.347; 3.305; 4.117
J2049.5+0227;312.3916667;+02.4624427; 4.093; 0.3465; 0.0242;phot; 2.221; 3.128; 4.008
J2049.9-3217;312.4768688;-32.2844812;10.816; 0.3250; 0.0000;spec; 5.787; 8.151;10.753
J2050.1-5404;312.5254381;-54.0755396; 5.049; 0.6609; 0.0133;phot; 2.799; 3.942; 4.831
J2050.2-4212;312.5749609;-42.2166667; 4.341; 0.4841; 0.0076;phot; 2.807; 3.953; 4.950
J2050.3-5830;312.5833206;-58.5166667; 4.106; 0.4218; 0.0106;phot; 2.179; 3.068; 3.864
J2050.5-0055;312.6290451;-00.9271699; 6.469; 0.6226; 0.0000;spec; 3.712; 5.228; 6.470
J2050.7+0122;312.6837884;+01.3781801; 8.061; 0.3339; 0.0000;spec; 4.746; 6.685; 8.753
J2051.1+0057;312.7926425;+00.9528518; 5.436; 0.3333; 0.0000;spec; 3.149; 4.435; 5.749
J2051.1+0215;312.7911576;+02.2647323; 7.744; 0.3464; 0.0188;phot; 4.373; 6.159; 8.021
J2051.7-0021;312.9478625;-00.3521260; 4.806; 0.6493; 0.0297;phot; 2.962; 4.171; 5.123
J2051.7-5824;312.9291339;-58.4166667; 4.084; 0.8812; 0.0189;phot; 2.153; 3.033; 3.659
J2051.8+0314;312.9677664;+03.2343535; 4.834; 0.2252; 0.0221;phot; 2.999; 4.223; 5.654
J2051.9+0256;312.9858488;+02.9488148; 5.152; 0.6218; 0.0227;phot; 2.885; 4.064; 5.001
J2051.9-0131;312.9928912;-01.5176570; 6.520; 0.4076; 0.0197;phot; 3.922; 5.524; 7.072
J2053.0+0950;313.2674232;+09.8386441; 5.228; 0.4994; 0.0210;phot; 3.110; 4.380; 5.484
J2053.2-0154;313.3124788;-01.9083333; 4.103; 0.3260; 0.0186;phot; 2.414; 3.400; 4.388
J2054.2-5123;313.5708242;-51.3916667; 4.161; 0.7255; 0.0174;phot; 2.363; 3.328; 4.045
J2054.7+0623;313.6916667;+06.3874703; 4.236; 0.5096; 0.0211;phot; 2.710; 3.817; 4.756
J2054.9+0002;313.7375705;+00.0374840; 4.254; 0.1668; 0.0210;phot; 2.291; 3.226; 4.388
J2054.9-4609;313.7291601;-46.1583333; 4.068; 0.9460; 0.0220;phot; 2.170; 3.056; 3.686
J2055.1-0221;313.7821316;-02.3629700; 5.527; 0.6728; 0.0234;phot; 3.479; 4.901; 6.029
J2055.4+0105;313.8543466;+01.0904321; 5.447; 0.4089; 0.0000;spec; 3.232; 4.552; 5.800
J2055.4+1213;313.8569670;+12.2263740; 5.534; 1.0604; 0.0288;phot; 2.844; 4.005; 4.867
J2055.4-3959;313.8749598;-39.9937121; 4.287; 0.8909; 0.0161;phot; 2.505; 3.529; 4.270
J2055.7-0040;313.9289852;-00.6833333; 4.312; 0.4887; 0.0268;phot; 2.582; 3.637; 4.542
J2055.8-5524;313.9625113;-55.4083333; 4.186; 0.6669; 0.0146;phot; 2.319; 3.267; 3.985
J2055.9-5456;313.9960091;-54.9366898; 6.923; 0.1390; 0.0000;spec; 3.434; 4.837; 6.731
J2056.7+1112;314.1854214;+11.2040230; 6.833; 0.3362; 0.0187;phot; 3.816; 5.374; 6.994
J2056.7-4405;314.1944448;-44.0926863; 5.026; 0.6607; 0.0146;phot; 2.844; 4.005; 4.910
J2056.8-5459;314.2186765;-54.9896364; 4.271; 0.7180; 0.0000;spec; 2.401; 3.381; 4.113
J2057.5+1333;314.3941457;+13.5598589; 4.829; 0.2232; 0.0000;spec; 2.203; 3.102; 4.125
J2057.5-4552;314.3875291;-45.8708389; 4.225; 0.7664; 0.0202;phot; 2.141; 3.016; 3.650
J2058.3-5608;314.5875220;-56.1416667; 4.115; 0.6060; 0.0000;spec; 2.331; 3.283; 4.027
J2058.9+0122;314.7298171;+01.3816866;11.562; 0.3285; 0.0000;spec; 5.553; 7.821;10.297
J2100.2+0656;315.0624818;+06.9352037; 5.854; 0.8156; 0.0254;phot; 3.192; 4.496; 5.479
J2100.4-4548;315.1059076;-45.8116572; 5.998; 0.7121; 0.0000;spec; 3.406; 4.797; 5.882
J2101.2-5541;315.3023682;-55.6912829; 5.712; 0.2507; 0.0049;phot; 2.966; 4.177; 5.542
J2102.1-2431;315.5499858;-24.5292027; 4.276; 0.1880; 0.0000;spec; 2.355; 3.317; 4.476
J2103.0-5411;315.7656245;-54.1924343; 4.877; 0.5610; 0.0081;phot; 2.697; 3.798; 4.699
J2103.4-4321;315.8535408;-43.3654362; 4.373; 0.1404; 0.0046;phot; 2.212; 3.115; 4.282
J2104.1-2515;316.0429012;-25.2634253; 4.873; 0.1855; 0.0000;spec; 3.048; 4.294; 5.838
J2104.3-4120;316.0828380;-41.3494451; 8.622; 0.1651; 0.0000;spec; 3.947; 5.559; 7.675
J2104.8+1401;316.2190078;+14.0276549; 8.614; 0.1615; 0.0000;spec; 4.301; 6.058; 8.398
J2105.3-4543;316.3444834;-45.7276549; 4.466; 0.5996; 0.0093;phot; 2.678; 3.772; 4.645
J2106.0-5844;316.5195917;-58.7438423;19.012; 1.1320; 0.0000;spec; 6.002; 8.454;10.472
J2107.4-2110;316.8606757;-21.1797400; 4.206; 0.2020; 0.0000;spec; 1.795; 2.529; 3.371
J2108.3+1634;317.0856978;+16.5752084; 4.998; 0.5327; 0.0276;phot; 2.721; 3.833; 4.760
J2108.6-4036;317.1625744;-40.6041798; 4.553; 0.7136; 0.0240;phot; 2.721; 3.833; 4.676
J2108.7+1223;317.1796992;+12.3938220; 5.506; 0.6422; 0.0230;phot; 3.162; 4.453; 5.481
J2108.7-4445;317.1916949;-44.7646686; 4.494; 0.8026; 0.0316;phot; 2.678; 3.772; 4.581
J2109.0+0656;317.2556138;+06.9388850; 4.515; 0.6218; 0.0227;phot; 2.736; 3.854; 4.737
J2109.3+0949;317.3321609;+09.8259112; 5.051; 0.2935; 0.0000;spec; 2.852; 4.016; 5.252
J2110.1+0113;317.5417392;+01.2312384; 4.458; 0.8061; 0.0119;phot; 2.691; 3.791; 4.603
J2110.1-4541;317.5464326;-45.6888163; 4.722; 0.9567; 0.0281;phot; 2.706; 3.811; 4.619
J2110.1-5244;317.5479952;-52.7498209; 5.707; 0.6170; 0.0093;phot; 3.125; 4.401; 5.429
J2110.8-5121;317.7166788;-51.3523958; 4.375; 0.8368; 0.0117;phot; 2.402; 3.383; 4.095
J2111.3-0113;317.8318909;-01.2330291; 5.814; 0.6386; 0.0000;spec; 3.373; 4.751; 5.858
J2111.7-5339;317.9402369;-53.6507372; 4.584; 0.4469; 0.0094;phot; 2.452; 3.454; 4.340
J2111.8+1202;317.9540746;+12.0499490; 5.428; 0.4280; 0.0200;phot; 3.173; 4.469; 5.668
J2111.8-4505;317.9748638;-45.0959770; 5.080; 0.5804; 0.0075;phot; 3.017; 4.250; 5.258
J2112.8-4434;318.2148551;-44.5821743; 8.109; 0.5190; 0.0063;phot; 4.511; 6.353; 7.998
J2112.9-0631;318.2306657;-06.5322689; 4.960; 0.2825; 0.0000;spec; 3.397; 4.784; 6.304
J2114.0+1743;318.5110557;+17.7222383; 4.502; 0.3260; 0.0239;phot; 2.267; 3.193; 4.115
J2114.4+0427;318.6083971;+04.4625484; 4.946; 0.5895; 0.0000;spec; 3.021; 4.255; 5.260
J2114.7+0232;318.6883917;+02.5350164; 4.520; 0.1300; 0.0047;phot; 2.822; 3.975; 5.525
J2114.7-1216;318.6799107;-12.2769747; 5.770; 0.4892; 0.0208;phot; 4.105; 5.781; 7.296
J2114.9-5518;318.7444308;-55.3083192; 4.370; 0.4074; 0.0117;phot; 2.350; 3.310; 4.187
J2115.2+1720;318.8103729;+17.3460626; 6.797; 0.7238; 0.0241;phot; 3.234; 4.556; 5.575
J2115.2-4658;318.8219396;-46.9740847; 5.065; 0.2988; 0.0000;spec; 2.974; 4.189; 5.474
J2115.8+0013;318.9708701;+00.2250000; 4.251; 0.6407; 0.0000;spec; 2.624; 3.695; 4.530
J2115.8-5040;318.9683972;-50.6699981; 4.726; 0.6829; 0.0205;phot; 2.507; 3.531; 4.309
J2116.0-0226;319.0211246;-02.4336550; 8.631; 0.4587; 0.0000;spec; 5.012; 7.059; 8.999
J2116.5-5022;319.1416527;-50.3833037; 4.722; 0.4182; 0.0103;phot; 2.744; 3.864; 4.895
J2116.6+1622;319.1742457;+16.3727587; 6.354; 0.8564; 0.0260;phot; 3.160; 4.450; 5.415
J2116.8+0151;319.2107558;+01.8581966; 4.922; 0.8732; 0.0145;phot; 3.005; 4.232; 5.143
J2117.0+0012;319.2585867;+00.2085779; 6.180; 0.8282; 0.0118;phot; 3.455; 4.867; 5.938
J2117.6+1326;319.4028317;+13.4491401; 4.681; 0.9890; 0.0278;phot; 2.535; 3.570; 4.322
J2117.6+1544;319.4055665;+15.7472231; 4.314; 0.8462; 0.0258;phot; 2.387; 3.363; 4.068
J2119.2+0145;319.8063488;+01.7664520; 6.944; 0.7579; 0.0000;spec; 3.944; 5.555; 6.816
J2119.4+1520;319.8551856;+15.3485013;10.049; 0.2559; 0.0226;phot; 4.859; 6.843; 9.179
J2119.6-2611;319.9072047;-26.1971821; 9.802; 0.3800; 0.0000;spec; 5.092; 7.171; 9.298
J2120.0+0452;320.0125166;+04.8721447; 4.813; 0.3813; 0.0000;spec; 2.757; 3.883; 4.959
J2120.0+1526;320.0210848;+15.4387662; 5.440; 0.3260; 0.0186;phot; 2.809; 3.956; 5.124
J2120.2+0221;320.0500000;+02.3542054; 4.096; 0.4550; 0.0000;spec; 2.586; 3.642; 4.575
J2120.4+1755;320.1208409;+17.9292479; 4.242; 0.8768; 0.0263;phot; 2.076; 2.924; 3.525
J2120.5-4016;320.1374989;-40.2750000; 4.191; 0.2624; 0.0058;phot; 2.544; 3.582; 4.717
J2120.6-4728;320.1624349;-47.4750000; 4.209; 0.9992; 0.0280;phot; 2.371; 3.339; 4.037
J2120.8+1106;320.2205063;+11.1083333; 4.614; 0.5300; 0.0214;phot; 2.457; 3.461; 4.291
J2121.0-5546;320.2749724;-55.7750000; 4.369; 0.9992; 0.0280;phot; 2.203; 3.102; 3.745
J2121.1-1038;320.2808887;-10.6416488; 5.222; 0.3709; 0.0247;phot; 3.559; 5.013; 6.456
J2121.8+0040;320.4528194;+00.6722935; 4.484; 0.5164; 0.0000;spec; 2.540; 3.578; 4.447
J2122.6-1253;320.6666667;-12.8958468; 4.171; 0.6218; 0.0227;phot; 2.951; 4.157; 5.118
J2123.4+0739;320.8583034;+07.6645911; 4.423; 0.3889; 0.0000;spec; 2.732; 3.848; 4.905
J2123.5-0812;320.8806376;-08.2138991; 4.449; 0.6475; 0.0297;phot; 3.144; 4.429; 5.448
J2123.5-5118;320.8819914;-51.3090435; 5.087; 0.7207; 0.0156;phot; 2.883; 4.061; 4.958
J2124.1-4500;321.0486989;-45.0013380; 4.613; 0.2718; 0.0073;phot; 2.640; 3.718; 4.885
J2125.1+0543;321.2899037;+05.7308376; 5.055; 0.5900; 0.0000;spec; 3.257; 4.587; 5.679
J2125.3+1743;321.3456301;+17.7170014; 7.130; 0.2266; 0.0221;phot; 3.168; 4.462; 5.980
J2125.5+1656;321.3958945;+16.9459212; 4.938; 0.4484; 0.0203;phot; 2.575; 3.627; 4.561
J2126.1+0903;321.5488163;+09.0654890; 6.006; 1.1012; 0.0294;phot; 3.055; 4.303; 5.242
J2126.1-0030;321.5264269;-00.5120153; 5.622; 0.4725; 0.0000;spec; 3.318; 4.673; 5.885
J2126.1-3202;321.5352510;-32.0373114; 8.454; 0.2797; 0.0000;spec; 4.630; 6.521; 8.669
J2127.0-1210;321.7642341;-12.1672517; 4.909; 0.1765; 0.0000;spec; 2.958; 4.166; 5.680
J2127.1-4558;321.7998624;-45.9831436; 4.867; 0.7318; 0.0150;phot; 2.770; 3.902; 4.757
J2127.5-0139;321.8791487;-01.6541639; 4.177; 0.6222; 0.0133;phot; 2.416; 3.402; 4.170
J2128.4+0136;322.1050155;+01.6009653;10.141; 0.3856; 0.0000;spec; 5.234; 7.372; 9.551
J2129.3+0726;322.3455974;+07.4374584; 5.005; 0.2408; 0.0000;spec; 2.871; 4.044; 5.379
J2129.4-0741;322.3520639;-07.6937510;12.158; 0.5880; 0.0000;spec; 7.057; 9.939;12.533
J2129.6+0005;322.4161082;+00.0887118; 9.349; 0.2337; 0.0000;spec; 4.829; 6.801; 9.191
J2129.6+1725;322.4041931;+17.4291490; 4.619; 0.2306; 0.0222;phot; 2.077; 2.926; 3.875
J2129.7-1328;322.4360525;-13.4805913; 4.358; 0.5504; 0.0217;phot; 2.830; 3.986; 4.943
J2130.1+0046;322.5458972;+00.7832640; 4.941; 0.7789; 0.0000;spec; 2.861; 4.030; 4.905
J2130.5+1840;322.6488786;+18.6706027; 7.125; 0.6400; 0.0328;phot; 3.348; 4.715; 5.812
J2130.6+0455;322.6583448;+04.9194783; 4.399; 0.6398; 0.0000;spec; 2.378; 3.349; 4.097
J2131.0-4019;322.7696403;-40.3233016;10.746; 0.4471; 0.0087;phot; 5.634; 7.935;10.168
J2131.4-4704;322.8708614;-47.0708100; 4.107; 0.4274; 0.0125;phot; 2.253; 3.174; 3.995
J2131.8-5003;322.9611342;-50.0610973; 4.135; 0.4600; 0.0085;phot; 2.416; 3.402; 4.263
J2132.3-5854;323.0996315;-58.9074273; 5.003; 0.5021; 0.0075;phot; 2.577; 3.630; 4.523
J2132.7-4349;323.1763185;-43.8256944; 5.077; 0.5175; 0.0067;phot; 3.044; 4.288; 5.351
J2133.0+1805;323.2584436;+18.0998600; 8.635; 1.0706; 0.0290;phot; 3.446; 4.853; 5.924
J2133.5-0618;323.3750000;-06.3040196; 4.341; 0.4233; 0.0256;phot; 2.844; 4.005; 5.072
J2134.0+1416;323.5115257;+14.2775130; 6.437; 0.3464; 0.0188;phot; 3.279; 4.619; 5.973
J2134.0-4109;323.5231493;-41.1574729; 6.940; 0.7187; 0.0142;phot; 3.893; 5.483; 6.740
J2134.0-4238;323.5030104;-42.6442961; 6.495; 0.1955; 0.0000;spec; 3.489; 4.914; 6.679
J2134.1-2239;323.5459545;-22.6666667; 4.243; 0.3637; 0.0273;phot; 2.609; 3.675; 4.706
J2134.5-0502;323.6266573;-05.0333796; 4.553; 0.3634; 0.0168;phot; 2.763; 3.891; 4.990
J2134.6+1928;323.6649570;+19.4710301; 5.938; 1.0196; 0.0283;phot; 2.947; 4.151; 5.044
J2134.7-4907;323.6760314;-49.1239892; 5.996; 0.5676; 0.0075;phot; 3.313; 4.667; 5.795
J2135.1-0103;323.7966707;-01.0503486; 7.767; 0.3262; 0.0000;spec; 3.805; 5.359; 6.993
J2135.2+0125;323.8135634;+01.4192079;10.605; 0.2285; 0.0000;spec; 5.177; 7.291; 9.890
J2135.2-1013;323.8221832;-10.2222079; 4.564; 0.4586; 0.0204;phot; 3.080; 4.338; 5.467
J2135.6-5726;323.9191905;-57.4386167; 8.687; 0.4270; 0.0000;spec; 4.164; 5.865; 7.490
J2136.0+1903;324.0027389;+19.0610869; 4.268; 0.4859; 0.0267;phot; 2.235; 3.147; 3.920
J2136.6-1018;324.1696654;-10.3127017; 8.231; 0.4280; 0.0200;phot; 5.032; 7.088; 9.091
J2137.6+1355;324.4223885;+13.9304912; 4.563; 0.4892; 0.0208;phot; 2.604; 3.667; 4.580
J2137.6-5215;324.4184543;-52.2550335; 4.561; 0.7211; 0.0156;phot; 2.369; 3.337; 4.058
J2138.0+0939;324.5167147;+09.6539917; 5.281; 0.3968; 0.0000;spec; 3.157; 4.447; 5.677
J2139.0-2333;324.7624461;-23.5544223; 4.985; 0.3200; 0.0000;spec; 2.867; 4.038; 5.242
J2139.9+0007;324.9886955;+00.1305089; 5.588; 0.8070; 0.0108;phot; 3.070; 4.323; 5.265
J2139.9+0650;324.9987618;+06.8425818; 5.366; 0.6676; 0.0000;spec; 3.284; 4.625; 5.685
J2139.9+1559;324.9875275;+15.9958013; 4.172; 0.3770; 0.0193;phot; 1.848; 2.603; 3.297
J2140.2-2339;325.0647721;-23.6588675; 6.359; 0.3130; 0.0000;spec; 3.751; 5.282; 6.915
J2140.5+0248;325.1451823;+02.8019838; 5.102; 1.0196; 0.0283;phot; 2.982; 4.200; 5.104
J2140.8+1609;325.2041910;+16.1624863; 4.488; 0.4369; 0.0259;phot; 2.374; 3.344; 4.207
J2141.4+0133;325.3585881;+01.5608486; 4.946; 0.6587; 0.0000;spec; 3.127; 4.404; 5.412
J2143.6+1102;325.9000000;+11.0415024; 4.601; 0.2523; 0.0225;phot; 2.559; 3.605; 4.762
J2144.0-0027;326.0125328;-00.4500656; 4.959; 0.5898; 0.0076;phot; 2.927; 4.123; 5.092
J2144.1-0350;326.0448255;-03.8355339; 5.193; 1.2746; 0.0318;phot; 2.787; 3.926; 4.811
J2144.3+1516;326.0777204;+15.2777155; 4.241; 0.4545; 0.0262;phot; 2.272; 3.200; 4.008
J2145.2-1843;326.3049541;-18.7227002; 6.707; 0.4185; 0.0284;phot; 3.664; 5.160; 6.581
J2145.6-0143;326.4131006;-01.7198093; 5.651; 0.3567; 0.0000;spec; 3.282; 4.622; 5.962
J2145.8-5645;326.4701136;-56.7509410;12.424; 0.4800; 0.0000;spec; 5.568; 7.843; 9.987
J2145.9-1006;326.4792143;-10.1042234; 4.494; 0.0808; 0.0000;spec; 3.017; 4.250; 6.064
J2146.0+0217;326.5033205;+02.2850035; 4.326; 0.5275; 0.0000;spec; 2.662; 3.749; 4.658
J2146.0+1400;326.5118801;+14.0153745; 7.124; 0.3668; 0.0191;phot; 3.345; 4.712; 6.065
J2146.1-4846;326.5487205;-48.7725372; 5.371; 0.6230; 0.0000;spec; 3.051; 4.297; 5.293
J2146.3-2624;326.5888822;-26.4125881; 5.792; 0.2400; 0.0248;phot; 3.325; 4.683; 6.253
J2146.5+1335;326.6409643;+13.5887087; 4.857; 0.5493; 0.0279;phot; 2.744; 3.864; 4.790
J2146.5-4633;326.6337454;-46.5517035; 9.552; 0.9330; 0.0000;spec; 4.346; 6.121; 7.496
J2146.6-0321;326.6608018;-03.3522573; 5.846; 1.1600; 0.0500;phot; 3.186; 4.487; 5.484
J2146.8-5736;326.7008178;-57.6137244; 7.365; 0.6025; 0.0000;spec; 3.545; 4.992; 6.184
J2147.6-0104;326.9208890;-01.0792366; 4.708; 0.8446; 0.0169;phot; 2.734; 3.851; 4.673
J2147.7-2107;326.9333333;-21.1291347; 4.154; 0.1165; 0.0223;phot; 2.197; 3.094; 4.299
J2148.0+0358;327.0208434;+03.9833333; 4.523; 0.8336; 0.0000;spec; 2.903; 4.089; 4.969
J2148.3+1332;327.0943884;+13.5361335; 4.307; 0.6320; 0.0228;phot; 2.521; 3.551; 4.352
J2148.6-5518;327.1708672;-55.3116269; 4.722; 0.4042; 0.0108;phot; 2.622; 3.693; 4.686
J2149.0-3042;327.2708699;-30.7100849; 4.860; 0.1179; 0.0000;spec; 2.855; 4.022; 5.624
J2149.3+0951;327.3344857;+09.8593585; 4.674; 0.4382; 0.0201;phot; 2.816; 3.967; 5.008
J2149.7-4808;327.4482897;-48.1466442; 4.328; 0.4986; 0.0081;phot; 2.622; 3.693; 4.606
J2150.3-0847;327.5909629;-08.7921966; 6.515; 0.3952; 0.0000;spec; 3.938; 5.547; 7.122
J2150.5-1622;327.6477093;-16.3750885; 5.414; 0.2632; 0.0000;spec; 3.341; 4.705; 6.236
J2150.8+1102;327.7215846;+11.0481976; 4.753; 0.6759; 0.0302;phot; 2.895; 4.078; 4.995
J2151.0-0736;327.7528234;-07.6138131; 4.728; 0.2816; 0.0108;phot; 3.080; 4.338; 5.704
J2151.3+1201;327.8293959;+12.0207192; 5.753; 0.4716; 0.0000;spec; 3.348; 4.715; 5.940
J2151.6+1007;327.9100035;+10.1242703; 8.808; 0.9686; 0.0276;phot; 4.310; 6.071; 7.434
J2151.7+0249;327.9484121;+02.8199557; 4.347; 0.2262; 0.0077;phot; 2.572; 3.622; 4.829
J2151.8+1046;327.9666609;+10.7750820; 4.609; 0.1900; 0.0238;phot; 2.392; 3.370; 4.545
J2151.9+1113;327.9908274;+11.2178141;13.012; 0.8156; 0.0254;phot; 5.929; 8.350;10.318
J2152.1+1429;328.0255946;+14.4898711; 6.921; 0.6422; 0.0230;phot; 3.671; 5.171; 6.385
J2152.3-1309;328.0843405;-13.1639174; 4.697; 0.4586; 0.0204;phot; 3.028; 4.264; 5.372
J2153.6+1741;328.4212420;+17.6886943;20.812; 0.2302; 0.0000;spec; 7.900;11.127;15.261
J2153.6-5107;328.4017337;-51.1199706; 4.348; 0.8531; 0.0167;phot; 2.516; 3.543; 4.291
J2153.9+1308;328.4833526;+13.1475431; 4.593; 0.5332; 0.0276;phot; 2.778; 3.913; 4.861
J2154.0-5751;328.5238944;-57.8603837; 5.701; 0.0759; 0.0000;spec; 2.622; 3.693; 5.262
J2154.4+1819;328.6016647;+18.3216331; 4.305; 0.3930; 0.0251;phot; 1.991; 2.804; 3.545
J2154.5-0049;328.6331107;-00.8181611; 7.167; 0.4904; 0.0000;spec; 3.977; 5.601; 7.062
J2154.7-5936;328.6921765;-59.6076540; 5.629; 0.4341; 0.0097;phot; 3.028; 4.264; 5.397
J2154.8-1322;328.7054960;-13.3759927; 5.313; 0.4484; 0.0203;phot; 3.369; 4.744; 6.003
J2154.8-5953;328.7025873;-59.8876935; 5.807; 0.9074; 0.0267;phot; 2.984; 4.203; 5.105
J2155.5-5224;328.8899675;-52.4161245; 4.680; 0.9169; 0.0184;phot; 2.305; 3.247; 3.921
J2155.7+1231;328.9267313;+12.5188691; 7.092; 0.1946; 0.0000;spec; 3.413; 4.807; 6.532
J2155.7-4252;328.9315889;-42.8716108; 4.442; 0.4811; 0.0112;phot; 2.654; 3.739; 4.678
J2156.0-5126;329.0067054;-51.4365649; 4.304; 0.7546; 0.0402;phot; 2.392; 3.370; 4.090
J2156.1+0123;329.0433776;+01.3864602; 8.871; 0.2181; 0.0000;spec; 4.473; 6.301; 8.546
J2156.1-3951;329.0303462;-39.8575934; 4.340; 0.9475; 0.0285;phot; 1.914; 2.696; 3.243
J2157.9+1414;329.4802141;+14.2433332; 5.412; 0.2718; 0.0000;spec; 2.795; 3.937; 5.180
J2158.3+1342;329.5915971;+13.7041216; 5.029; 0.4384; 0.0000;spec; 2.842; 4.002; 5.054
J2158.5-0351;329.6293507;-03.8619450; 8.103; 0.3905; 0.0143;phot; 4.548; 6.406; 8.261
J2158.9-0039;329.7263715;-00.6650756; 5.229; 0.5718; 0.0000;spec; 2.909; 4.097; 5.071
J2159.4-1337;329.8582976;-13.6167428; 4.660; 0.5096; 0.0211;phot; 2.883; 4.061; 5.067
J2159.7+1414;329.9459545;+14.2418056; 6.488; 0.5951; 0.0000;spec; 3.429; 4.830; 5.984
J2200.2-0629;330.0667910;-06.4890672; 5.636; 0.5538; 0.0220;phot; 3.448; 4.857; 6.048
J2200.5+0444;330.1499349;+04.7350641; 4.987; 0.4041; 0.0000;spec; 3.168; 4.462; 5.688
J2200.7-4127;330.1750000;-41.4625231; 4.182; 0.6316; 0.0107;phot; 2.446; 3.445; 4.220
J2201.4-0834;330.3683200;-08.5732799; 4.566; 0.3507; 0.0000;spec; 2.960; 4.168; 5.371
J2201.8-5956;330.4682247;-59.9487159;13.228; 0.0972; 0.0000;spec; 6.157; 8.672;12.525
J2201.9+0711;330.4900058;+07.1867334; 4.683; 0.5629; 0.0000;spec; 3.040; 4.282; 5.310
J2202.2+1041;330.5541762;+10.6958377; 5.152; 0.3617; 0.0000;spec; 3.019; 4.252; 5.467
J2203.2-5047;330.8032088;-50.7880711; 5.862; 0.9006; 0.0247;phot; 2.869; 4.041; 4.904
J2204.8-1815;331.2216226;-18.2517429; 4.521; 0.2770; 0.0300;phot; 2.891; 4.072; 5.353
J2204.8-2514;331.2124625;-25.2432267; 5.824; 0.2133; 0.0000;spec; 3.243; 4.568; 6.155
J2204.9-2955;331.2482512;-29.9304872; 8.368; 1.3100; 0.0600;phot; 3.756; 5.290; 6.540
J2205.0+0739;331.2624327;+07.6540166; 4.803; 0.4560; 0.0262;phot; 2.953; 4.160; 5.240
J2205.0-5927;331.2603922;-59.4536753; 5.978; 0.3531; 0.0089;phot; 3.036; 4.276; 5.510
J2205.2-4405;331.3041838;-44.0916667; 4.220; 0.4223; 0.0138;phot; 2.512; 3.538; 4.469
J2206.4-1541;331.6124604;-15.6834401; 4.313; 0.3269; 0.0265;phot; 2.736; 3.854; 4.987
J2206.5+0906;331.6285444;+09.1158112; 7.031; 0.8360; 0.0257;phot; 3.853; 5.426; 6.635
J2206.5-5807;331.6497279;-58.1271788; 6.204; 0.5878; 0.0075;phot; 3.061; 4.311; 5.332
J2207.4-0145;331.8702976;-01.7572193; 6.276; 0.7757; 0.0154;phot; 3.586; 5.051; 6.180
J2208.5-3130;332.1458184;-31.5041320; 5.365; 0.6800; 0.0340;phot; 2.848; 4.011; 4.909
J2208.6-1104;332.1694272;-11.0813131; 5.691; 0.6116; 0.0226;phot; 3.489; 4.914; 6.079
J2209.3-5147;332.3457845;-51.7959002; 5.081; 0.1100; 0.0000;spec; 2.222; 3.130; 4.364
J2209.8-0500;332.4527785;-05.0055577; 4.155; 0.1614; 0.0209;phot; 2.174; 3.062; 4.169
J2209.9-2554;332.4916464;-25.9042885; 4.752; 0.3719; 0.0274;phot; 2.780; 3.915; 5.012
J2210.1+0451;332.5374810;+04.8541227; 4.288; 0.5952; 0.0000;spec; 2.832; 3.989; 4.920
J2210.1-1448;332.5466054;-14.8133195; 6.053; 0.5504; 0.0217;phot; 3.933; 5.539; 6.921
J2210.3-1209;332.5863620;-12.1638622; 6.387; 0.0846; 0.0000;spec; 4.325; 6.092; 8.765
J2210.5-5709;332.6334175;-57.1540948; 4.338; 0.3006; 0.0063;phot; 2.144; 3.020; 3.914
J2211.0-0653;332.7506841;-06.8836049; 7.931; 0.3712; 0.0144;phot; 4.319; 6.083; 7.871
J2211.2-4833;332.8231792;-48.5609035; 7.925; 0.2400; 0.0267;phot; 3.540; 4.986; 6.668
J2211.3-2155;332.8324573;-21.9256148; 7.796; 0.4426; 0.0364;phot; 4.254; 5.992; 7.632
J2211.7-0349;332.9420441;-03.8267671;26.772; 0.4265; 0.0118;phot;12.309;17.336;22.760
J2211.8-3016;332.9588067;-30.2700274; 5.264; 0.7646; 0.0353;phot; 2.953; 4.160; 5.070
J2212.0+1813;333.0057623;+18.2290987; 5.252; 0.1905; 0.0000;spec; 2.253; 3.174; 4.274
J2213.1-4033;333.2997606;-40.5593519; 5.509; 0.4616; 0.0090;phot; 3.192; 4.496; 5.668
J2213.2-2805;333.3124801;-28.0959187; 5.228; 0.7491; 0.0468;phot; 3.110; 4.380; 5.349
J2213.6-0825;333.4090194;-08.4245263; 9.790; 0.7179; 0.0309;phot; 5.451; 7.677; 9.511
J2213.7+0631;333.4385636;+06.5282706; 5.247; 0.4072; 0.0000;spec; 3.140; 4.423; 5.633
J2213.9+0151;333.4919374;+01.8542272; 5.401; 0.6821; 0.0000;spec; 3.110; 4.380; 5.371
J2214.5-1022;333.6292568;-10.3687458; 5.129; 0.0978; 0.0000;spec; 2.962; 4.171; 5.897
